title,info
"
響け!ユーフォニアム
",燦き、高らかに鳴り響く管楽器達。期待を胸に、主人公・久美子は北宇治高校の門をくぐる。しかし、登校初日の入学式で久美子が目にしたのは、今にも萎れそうな朝顔のような楽器の演奏。そんな中、久美子は...
"
やはり俺の青春ラブコメはまちがっている。続
","それぞれの思いを残した文化祭も終わり、11月。
八幡たちは修学旅行を控えていた。そこへ葉山と戸部が奉仕部を訪れる。ふたりの依頼は、なんと恋の相談。

しかしその裏には葉山たちのグループのそれ..."
"
血界戦線
",異界（ビヨンド）と人界とが一晩で交差し変わり果て、異界ならではの超常日常・超常犯罪が飛び交う、””地球上で最も剣呑な緊張地帯””となった街、元ニューヨーク「ヘルサレムズ・ロット」。深い霧と超...
"
アルスラーン戦記
",大陸公路の中心で栄華を極めた国家、パルス王国。14歳になった王太子アルスラーンは、侵略してきたルシタニアとの戦争で初陣を飾る。しかし、不可解な霧の発生やパルス万騎長カーラーンの裏切りに遭い、...
"
ダンジョンに出会いを求めるのは間違っているだろうか
",広大な地下迷宮、通称「ダンジョン」を中心に栄える迷宮都市オラリオ。英雄譚にあるような「異性との運命の出会い」にあこがれ、駆け出しの冒険者となった少年ベル・クラネルは、ある日ダンジョンで場違い...
"
プラスティック･メモリーズ
",アンドロイドが実用化された近未来。大学受験に失敗した水柿ツカサは親のコネでアンドロイド「ギフティア」を製造・管理する世界的大企業「SAI社」に入社する。ツカサが配属されたのは「ターミナルサー...
"
俺物語!!
","性格は真っすぐで不器用、同性からは慕われるが異性には嫌われやすい、いかつい剛田猛男。彼がこれまでに好きになった女子は皆、イケメンの親友、砂川誠を好きになった。
ある日猛男は、電車で痴漢に遭っ..."
"
SHOW BY ROCK!!
",バンドがテーマのキャラクタープロジェクト、およびそのキャラクターを用いたスマートフォン向けゲームアプリを原作としたアニメ。
"
終わりのセラフ
",突然発生したウイルスにより大人たちが死に絶え、人間社会が崩壊してから4年。残された子共たちは吸血鬼たちが住む地下都市に囚われ、血液を提供する代わりに生かされるという家蓄同然の生活を送っていた...
"
長門有希ちゃんの消失
",「涼宮ハルヒシリーズ」（原作）、およびその公式パロディで、本作と同じ作者の漫画『涼宮ハルヒちゃんの憂鬱』に登場するキャラクター・長門有希を主人公としたスピンオフ作品。
"
食戟のソーマ
",下町の定食屋の息子・幸平創真は、家業を手伝いながら、父・城一郎を越えるべく料理修業に励む日々を過ごしていた。中学校卒業後は家業を継ごうと考えていたが、城一郎は店を数年閉めると宣言し、海外へ行...
"
ミカグラ学園組曲
",一宮エルナは中学校時代にニート一直線の生活を送っていた。親や従兄の二宮シグレに説得され高校選びを始めるも、どの学校の制服も可愛くはなく高校選びは難航していた。最終的に行き着いたのはシグレが在...
"
電波教師
",ニートとしてオタク三昧な生活を送っていた青年・鑑純一郎は、妹の純音の根回しによって母校の高校で講師をすることになる。破天荒な授業を行って生徒の信頼を得る純一郎だったが、学校側の事情により短期...
"
えとたま-干支魂-
",「えと娘」は動物の姿を模したあどけない少女の姿をしている、神の使いである。数多く存在するえと娘の中でトップに君臨する12人のメンバー「干支神」は、60年に1度の選抜祭・ETM12によって決め...
"
レーカン!
",霊感体質の少女「天海響」と、その周りの友人や霊たちとの日常生活を描いた学園コメディである。
"
パンチライン
",アパート・古来館に住む少年・伊里達遊太は、ひょんなことから幽体離脱をしてしまう。元の体を取り戻すには、古代インドの聖典『ナンダーラガンダーラ』を見つけ出す必要があったが、決してパンツを見ては...
"
放課後のプレアデス(TV)
",放課後の学校、星が好きな少女（すばる）が天望室のカギを開け入ると、そこはいつもの天望室ではなく温室のような場所へと繋がっていた。すばるはそこで不思議な少年（みなと）と知り合う。その少年と知り...
"
山田くんと7人の魔女
",私立朱雀高校に通う高校生・山田竜は、ある日階段から落ちたはずみで優等生・白石うららとキスをしてしまう。すると2人の身体が入れ替わるという不思議な現象に見舞われ、このことをきっかけに、山田は学...
"
魔法少女リリカルなのはViVid
",新暦0079年（「JS事件」から4年後）、高町なのはの娘となった高町ヴィヴィオは、ごく普通の少女として魔法学院に通い勉強をする傍ら、ストライクアーツ競技者としての鍛錬も行っていた。魔法の基礎...
"
トリアージX
",多彩な銃器類を駆使したガンアクションやセクシーな女性陣の肢体描写といった各要素を折り込みつつ、穏やかな日常生活の裏で法の目を掻い潜る悪党を社会の悪性腫瘍と見なして除去していく非合法武装組織の...
"
境界のRINNE
",幼い頃、あの世でもこの世でもない世界に連れられ迷い込んだことにより、幽霊が見える少女・真宮桜は、高校入学早々に偶然六道りんねという少年と席が隣になる。実は、りんねは幽霊を輪廻の輪に乗せる仕事...
"
ガンスリンガーストラトス
",西暦2115年。かつて日本と呼ばれた国家の未来は、2つに分かれていた。強者のみが生き残る、熱き自由の無法地帯・フロンティアS（ストラトス）、安楽な暮らしと引き換えに、全ての自由が失われた管理...
"
台風のノルダ
",とある離島に所在する中学校を舞台に少年同士の友情を主題とした完全オリジナルアニメ作品。
"
百日紅 〜Miss HOKUSAI〜
",作家でもあり、時代考証家でもある杉浦が、奇行の絵師として知られる葛飾北斎を中心とした実在の人物たちを軸に、江戸の風俗や庶民の生活を描いた傑作。恋愛、人情、ホラーといった様々な要素を取り扱う。
"
ニンジャスレイヤー フロムアニメイシヨン
",サイバーパンク的な世界観の日本を舞台に、「サラリマン」「ヤクザ」「ザイバツ」などのステレオタイプな日本観を曲解した奇抜な設定、超能力を有しカラテと呼ばれる神秘的な武道を習得した「ニンジャ」達...
"
雨色ココア
",喫茶店「Rainy color」を舞台に、大学生たちのめくるめく日常を描いたハートフルコメディ。
