title,info
"
進撃の巨人
",閉鎖的な世界を舞台に、圧倒的な力を持つ巨人とそれに抗う人間達の戦いを描いたファンタジーバトル。
"
はたらく魔王さま!
",フリーター魔王さまが繰り広げる庶民派ファンタジー
"
やはり俺の青春ラブコメはまちがっている。
",友達が1人もおらず作ろうとも思わないひねくれた高校生が、それを見かねた教師によって「奉仕部」という部活に入れられてからの高校生活を描いたラブコメディ作品。
"
翠星のガルガンティア
",陸地のほとんどが水没した未来の地球を舞台に、遥か彼方の星系で戦争に明け暮れていた主人公が乗機のロボットと共に地球を訪れ、ヒロインとの出会いを通じて文化の違いに触れたり人間らしさを取り戻してい...
"
とある科学の超電磁砲S
",総人口230万人の8割を学生が占める「学園都市」。そこでは学生全員を対象にした超能力開発実験が行われており、全ての学生は「無能力者（レベル0）」から「超能力者（レベル5）」の6段階に分けられ...
"
俺の妹がこんなに可愛いわけがない。
",垢抜けていて勝ち気な妹が隠し続けてきた「実は隠れオタク」という秘密を知ってしまったことから、不仲だった妹に振り回されることになった兄の奮闘を描くコメディー作品。
"
変態王子と笑わない猫。
",爽やかな変態と、冷ややかな少女の青春迷走ストーリー。
"
惡の華
",クラスの美少女・佐伯奈々子に密かに想いを寄せる春日高男。ある日の放課後、出来心により彼女の体操着を盗んでしまうが、その様子は嫌われ者の女子・仲村佐和に目撃されていた。窮地に陥り、仲村からの無...
"
革命機ヴァルヴレイヴ
",世界を曝く
"
デート・ア・ライブ
",謎の生命体・精霊の出現により起こる大災害・空間震が発生するようになって約30年が経った世界。妹と2人暮らしの高校生・五河士道は、人間に絶望する1人の精霊と出会う。そして、妹・琴里から、自分が...
"
銀河機攻隊 マジェスティックプリンス
",ザンネンだっていいじゃない
"
ゆゆ式
",野々原ゆずこ、櫟井唯、日向縁の3人は大の仲良し。高校生になった彼女たちは、変わらず友情をはぐくんでいた。そんなある日、「情報処理部」という部活動を知った3人はそこに参加する。彼女たちが行う情...
"
STEINS;GATE 負荷領域のデジャヴ
",「トゥルーエンド」（アニメ最終回）の後（正確にはSP「横行跋扈のポリオマニア」終了後）、ラボメンメンバー達に振りかかった事件を描いた映画。今作ではこれまで仲間のために力を尽くしてきた岡部がた...
"
RDG レッドデータガール
",世界遺産に認定された熊野古道、玉倉山にある「玉倉神社」。そこに住む鈴原泉水子は、電子機器を壊してしまう特異体質のため、中学三年までふもとの中学と家の往復だけの生活を送ってきた。しかし、高校進...
"
言の葉の庭
",靴職人を目指す高校生のタカオ（秋月孝雄）は、雨の日の1限は授業をサボって、庭園で靴のデザインを考えていた。ある日、タカオはそこで昼間からビールを飲んでいる女性、ユキノ（雪野百香里）に出会う。...
"
這いよれ!ニャル子さんW
",高校生の八坂真尋はある日、夜道で怪物に襲われるも突如現れた謎の少女に救われる。その少女は、自身がクトゥルー神話に登場するニャルラトホテプそのものであると語り、また自身が宇宙人であること、真尋...
"
波打際のむろみさん
",釣り好きの高校生の少年・向島拓朗は、波打ち際の防波堤で釣りをしていたところ、かかったのは人魚だった。その人魚はむろみと名乗り、拓朗は戸惑うこともなくむろみと交友関係を作る。のちにむろみの知り...
"
DEVIL SURVIVOR2 the ANIMATION
",平和な日本を突如襲った危機。悪魔を使役する力を得た主人公達13人の悪魔使いは、謎の侵略者「セプテントリオン」と戦うことになる。しかし極限状態に追い込まれ、次第に仲間達との軋轢と対立が起こる中...
"
宇宙戦艦ヤマト2199
","西暦2199年、地球は滅亡の危機に瀕していた。
それから8年遡る2191年、地球人類は歴史上初めて地球外知的生命体と接触し、両者の間に戦端が開かれた。彼らの名は「ガミラス」。圧倒的な軍事力..."
"
フォトカノ
",前田一也は、光河（こうが）学園に通う高校2年生。特に心が沸き立つこともなく、平凡に夏休みが終わろうとしている。そんな、夏休み最後の夜。主人公は父親からデジタル一眼レフカメラを譲り受けた。これ...
"
うたの☆プリンスさまっ♪ マジLOVE2000%
",さあ行こう、1000%のその先へ…!
"
断裁分離のクライムエッジ
","「君を切りたい。」
女性の髪を切ることが大好きな中学生の少年・灰村切は、ある日の帰宅時に偶然立ち寄った洋館で、長く美しい黒髪を持つ少女・武者小路祝と出会う。祝の髪はどんなことをしても切れな..."
"
カーニヴァル
",とある腕輪を頼りに「嘉禄」（カロク）という人物を探す主人公の无（ナイ）は、旅の途中でミネという女の屋敷に捕えられる。その際、屋敷に窃盗に入っていた少年、花礫（ガレキ）に助けられた无は、「嘉禄...
"
あいうら
",何も起きないが起きる、彼女たちの日常。
"
よんでますよ、アザゼルさん。Z
",善人とは言い難い人間と、性悪悪魔たちが繰り広げる騒動を描いた風刺ギャグ。
"
絶対防衛レヴィアタン
",舞台は水と緑の惑星アクアフォール。「要と成りし柱あり、七拾と弐、星の礎を支う。要を守りし神、七拾と弐あり、その姿、幻の様なり。」と語られる神が存在し、七種族の生命体が暮らしている。宇宙から飛...
"
ハヤテのごとく! Cuties
","このシリーズは毎回別ヒロインとの別ルート。1話毎に特定のキャラクターに焦点を当てた構成となっている。
"
"
アラタ カンガタリ～革神語～
",異世界へと迷い込み、重大な使命を負うことになった少年の成長を描く。
"
百花繚乱 サムライブライド
",父の失踪後、在校生ながら学園併設の柳生道場で師範代を務める柳生宗朗は執行部の豊臣狩りに疑問を抱き、距離を置いていたが突如として生徒会から道場の明け渡しを命じられる。明け渡しの期日が間近に迫っ...
"
DD北斗の拳
",西暦199X年、地球は核の炎に包まれ……なかった…。平和な世の中では北斗神拳は役に立たず、ケンシロウはアルバイトをしながらトキとラオウとボロアパートに暮らしていた。
"
ムシブギョー
",江戸時代、将軍・徳川吉宗の命により設置された目安箱に寄せられた庶民の声を受けて、「新中町奉行所」・通称「蟲奉行所」が新設される。その役目は江戸に跋扈する巨大蟲を駆除すること。新米同心の月島仁...
