title,info
"
THE IDOLM@STER
",雑居ビルの3階に事務所を構える「765プロダクション」に所属するアイドル候補生たちが、一人前のアイドルへと成長していくさまを描く。
"
うさぎドロップ
","祖父の訃報で訪れた祖父の家で、30歳の独身男、河地大吉（ダイキチ）は一人の少女と出会う。
その少女、鹿賀りんは祖父の隠し子であった。望まれぬ子であったりんを施設に入れようと言う親族の意見に..."
"
ゆるゆり
",七森中の「ごらく部」に所属する女子中学生4人と、それを取り巻く生徒会の女の子たち。彼女たちの時に笑いあり、時に百合ありのまったりとした日常生活を描く。
"
輪るピングドラム
",イマージーン！！きっと何者にもなれないお前たちに告げる、生存戦略しましょうか。
"
ロウきゅーぶ!
",バスケ好きの高校生・長谷川昴は七芝高校バスケ部に入部するが、部長のロリコン疑惑が原因で、入部早々に1年間の部活動停止の憂き目に遭ってしまう。行き場をなくし日々所在なく過ごしていた昴だったが、...
"
バカとテストと召喚獣にっ!
",科学と偶然とオカルトによって開発された「試験召喚システム」を試験的に採用し、学力低下が嘆かれる昨今に新風を巻き起こした文月学園。 振り分け試験の成績で厳しくクラス分けされるこの学園で自信満々...
"
神様のメモ帳
",都心の繁華街やその周辺の高校などを舞台に、普通の高校生である主人公・藤島鳴海と、雇い主である探偵アリス、探偵をサポートするニートたちが活躍し、ドラッグや暴力団といった現実的・都市的な脅威を描...
"
異国迷路のクロワーゼ The Animation
",19世紀後半、西欧において日本の文化が流行していた時代に、単身フランスへと渡った日本の少女・ユネ。彼女はパリの下町アーケード商店街「ロアの歩廊（ギャルリ・ド・ロア）」の一画にある鉄工芸店「ロ...
"
まよチキ!
",私立浪嵐学園に通う坂町近次郎は、女性恐怖症で女性の肌に触れると拒絶反応を引き起こしてしまう少年。そんな彼は、ある日ふとしたアクシデントからクラスメイト・涼月奏に仕える執事・近衛スバルが女であ...
"
神様ドォルズ
",閉鎖的な故郷・空守村を離れて東京での一人暮らしを始めた大学生・枸雅匡平の元に、空守村で神と崇められる「案山子」を操る「隻」の資格を持つ妹・詩緒が訪れる。それは、かつて村で惨劇を起こし幽閉され...
"
BLOOD-C
",高校2年生で浮島神社の巫女・更衣小夜は、優しげな友人達に囲まれて私立三荊（さんばら）学園で平和な学生生活を送る一方、父親で神主の更衣唯芳の命により、人間を遥かに凌ぐ力を持つ〈古きもの〉と呼ば...
"
侵略!?イカ娘
",海からの侵略者「イカ娘」と、彼女が上陸した海岸にある海の家「れもん」の関係者を中心としたギャグアニメ
"
うたの☆プリンスさまっ♪ マジLOVE1000%
",作曲家志望の少女・七海春歌は、アーティストを育成する芸能専門学校「早乙女学園」に競争率200倍の超難関を突破して入学した。学園の慣習に従い、アイドル志望の男子1人とパートナーを組んだ主人公は...
"
NO.6
",2013年。理想都市『NO.6』に住む少年・紫苑は、9月7日が12回目の誕生日であった。だが、その日は同時に彼の運命を変える日でもあった。『矯正施設』から抜け出してきた謎の少年・ネズミと出会...
"
夏目友人帳 参
","妖怪が見える少年・夏目貴志は、ある日祖母の遺品の中から「友人帳」を見つける。「友人帳」とは、彼の祖母・レイコが妖怪をいじめ負かした結果、奪った名を集めた契約書だった。
以来、名を取り戻そう..."
"
ダンタリアンの書架
",蒐書狂（ビブリオマニア）である祖父から、古ぼけた屋敷とその蔵書を引き継いだヒューイは屋敷の地下で静かに本を読む少女、ダリアンと出会う。彼女は禁断の「幻書」を納める「ダンタリアンの書架」への入...
"
コクリコ坂から
","乗った船が遭難し、行方不明となった船乗りの父と、仕事のためにアメリカに渡ったカメラマンの母を持つ小松崎海は、母の留守中、小松崎家を懸命に切り盛りしていた。
そのころ、海たちが通う港南学園で..."
"
セイクリッドセブン
",セイクリッドテイカーの少年・丹童子アルマは、過去に力を暴走させて大勢に怪我を負わせて以来人を遠ざけていたが、彼の前に藍羽ルリと名乗る少女が現れ、セイクリッドセブンの力を「悪石」と戦うため貸し...
"
猫神やおよろず
",21世紀の世にも神様はたくさんいた。猫神の繭と神界の仲間達がおくる、ご町内神様コメディ。
"
いつか天魔の黒ウサギ
","取り戻す。78840時間分の君を。
愛に導かれし者たちが戦う、学園リバース・ファンタジー"
"
魔乳秘剣帖
",時は、江戸時代。そこには「乳こそこの世の理」という考えがあり、政権を支える絶対的な権力を振るう幕府には豊かな胸を育むための門外不出の秘伝書を持つ一族がいた。一族の名は、魔乳一族。そんな一族と...
"
ぬらりひょんの孫 千年魔京
",奴良リクオは一見はごく普通の中学生だが、実は彼は妖怪「ぬらりひょん」の孫で、4分の1妖怪の血を継いでいる。祖父の組「奴良組」の妖怪達と毎日どたばたと付き合いながら、何とか普通の生活を送ってい...
"
R-15
",ポルノ小説でプロとして活躍している芥川丈途。丈途は職業柄あまりよい目で見られなかったが、その能力が認められ、天才と呼ばれるにふさわしいものだけが入学を許される私立高校・閃学園に入学することに...
"
快盗天使ツインエンジェル ～キュンキュン☆ときめきパラダイス!!～
",奪われた宝物を取り返す使命を背負った怪盗天使ツインエンジェルの戦いの物語である。
"
森田さんは無口。
",他人より優し過ぎ、また考え過ぎで無口になってしまう女子高生・森田真由。時に周囲に誤解を与えながらも、楽しく学園生活を送る。
"
にゃんぱいあ The Animation
","捨てられて死にそうになった子猫。暗闇から現れたヴァンパイアに血を飲ませてもらい、ヴァンパイアの血の洗礼を受けた子猫、にゃんぱいあとして生まれ変わった。
牙が生え、翼が生えた子猫。永遠の命を..."
"
トワノクオン
",近未来。異能の力を意に反して覚醒させてしまった少年少女たち“能力者”が人知れず“処理”されている。だが同時に彼らを助け匿う者たちも存在していた。その名は“アトラクター”。そしてその中心人物が...
