title,info
"
リトルウィッチアカデミア(TV版)
",魔女シャイニィシャリオに憧れていたアッコは、シャリオと同じ伝統あるルーナノヴァ魔法学校に入学する。新しい町、新たに始まる学校生活、そして新たに出会う友達。ルーナノヴァを巻き込んだアッコの魔女...
"
幼女戦記
",「第一次世界大戦」と「第二次世界大戦」が混ざったような状況のヨーロッパに似た世界を舞台とし、その世界に幼女として生まれ変わった元日本人のサラリーマンが軍へ入隊、自分が所属する「帝国」の兵士と...
"
劇場版ソードアート・オンライン -オーディナル・スケール-
","2022年。天才プログラマー・茅場晶彦が開発した世界初のフルダイブ専用デバイス≪ナーヴギア≫
――その革新的マシンはVR(仮想現実)世界に無限の可能性をもたらした。
それから4年……。
≪ナ..."
"
小林さんちのメイドラゴン
",OLの小林さんはふとしたことから異世界のドラゴン・トールを助けた。トールは理由があって故郷に戻れないこともあり、人間のメイドに姿を変えて、小林さんのお世話を始める。そして、小林さんの許にはト...
"
クズの本懐
",安楽岡花火と粟屋麦は一見理想の高校生カップル、しかし2人とも他に好きな人がいることを了解しながら一緒にいるのだった。花火は幼い頃からお兄ちゃんと慕っていた鐘井鳴海を、麦は昔家庭教師をしてくれ...
"
けものフレンズ
",「アニマルガール」と呼ばれる、萌え擬人化された野生動物たちが集まる架空の動物園・「ジャパリパーク」を舞台にした作品群によるメディアミックスプロジェクト。2016年12月14日をもってゲームサ...
"
ガヴリールドロップアウト
",天界にある「天使学校」を首席で卒業したガヴリールは修行のため人間界に下り、高校に通うこととなった。「立派な天使になって人間達を幸せに導く」と誓った彼女だが、下界の様々な楽しみを知ってしまい、...
"
銀魂. 新シリーズ(第4期)
",坂田銀時、志村新八、神楽たちの物語。
"
政宗くんのリベンジ
",8年前、苛められっ子だった真壁政宗は自分に「豚足」というあだ名を付けて振った安達垣愛姫に復讐すべく激痩せしイケメンへと生まれ変わって故郷へと帰ってくる。苗字を変え、全くの別人になった政宗は、...
"
モアナと伝説の海
",海に選ばれた16才の少女――彼女の名は、モアナ。
"
BanG Dream!(バンドリ!)
",「一緒に音楽（キズナ）を奏でよう！」バンドとともに成長していく彼女たちの本気が物語になるプロジェクト。
"
虐殺器官
",アメリカ情報軍に所属するクラヴィス・シェパード大尉は、後進国で虐殺を扇動しているとされるアメリカ人ジョン・ポールの暗殺を命令され、相棒のウィリアムズら特殊検索群i分遣隊と共にジョン・ポールの...
"
亜人ちゃんは語りたい
",柴崎高等学校に赴任して4年目の生物教師・高橋哲男と、バンパイア・デュラハン・サキュバス・雪女など、普通の人間とは違う性質を持つ「亜人」の生徒との交流を描いた学園コメディ。
"
セイレン
",誰も知らない君と恋をする。清廉(セイレン)可憐な彼女たちとのラブストーリー
"
龍の歯医者
","彼の国には龍が棲んでいる──
神話によれば、古の人々との契約により、龍は人を助け、人は龍を助けるという…
舞台は “龍の国”。
主人公は、国の守護神 “龍”を虫歯菌から守る新米・歯医者の野ノ..."
"
ひるね姫〜知らないワタシの物語〜
",岡山県倉敷市児島、瀬戸大橋のたもとののどかな町で無愛想な父親と二人暮らしをしている平凡な女子高生の森川ココネ。得意技は昼寝で、いつも昼寝ばかりしている彼女だったが、最近、不思議なことに同じ夢...
"
昭和元禄落語心中 -助六再び篇-(第2期)
","舞台は昭和末期から平成初期頃。バブル景気およびその崩壊直後。
落語人気が完全に下火となり、都内に寄席が1軒だけになり落語の話題と言えばかつての名人の訃報ぐらいしかなかったこの時期、芸を磨いた..."
"
鬼平
","時は江戸後期。暴虐の限りを尽くす盗賊たちが、「鬼」と呼んで畏れる男がいた。
「鬼の平蔵」こと火付盗賊改方長谷川平蔵その人である。"
"
青の祓魔師 京都不浄王編
","魔神（サタン）の落胤として生まれた奥村燐は、己の出自を隠し祓魔師になることを決意。 
正十字学園内部に存在する祓魔師養成機関・祓魔塾に通っていたが、地の王・アマイモン襲撃の際、 
魔神の落胤..."
"
黒執事 Book of the Atlantic
",死者の蘇生に成功したという暁学会の調査を命じられたシエルは、彼らが乗り込んだという豪華客船カンパニア号の処女航海にセバスチャン、そして新たに使用人となったスネークを伴い参加する。かねてよりシ...
"
ACCA13区監察課
",13の自治区から構成されるドーワー王国には、警察、消防、医療などを傘下に置く民間組織・ACCA（アッカ）があり、その監察課は各自治区で業務が適正に遂行されているかを監視していた。“もらいタバ...
"
この素晴らしい世界に祝福を! ２
",機動要塞デストロイヤーの脅威からアクセルの街を救ったカズマたちに、王都からやって来た使者は言い放った。「冒険者、サトウカズマ。貴様には現在、国家転覆罪の容疑がかけられている！」……平凡な冒険...
"
うらら迷路帖
",物語の舞台は「うらら」と呼ばれる占師が住む迷路町。うららを目指す少女たちは、夢を抱いてこの町の門をくぐっていく。主人公・千矢は、15歳の誕生日に迷路町へと足を踏み入れる。そこで出会った3人の...
"
CHAOS;CHILD(カオスチャイルド)
",2015年、渋谷。6年前に起きた大災害、渋谷地震から復興された街に新設された私立高校『碧朋学園』に通う青年宮代拓留は、自身が設立した新聞部の活動の一環として『ニュージェネレーションの狂気の再...
"
ハンドシェイカー
",キャッチコピーは「護れ、この手で」。アニメイト30周年記念作品。
"
アイドル事変
",先の見えない不況、貧困、停滞感…そんな行き詰った日本社会を打破すべく、歌とダンスで世の中に光を届ける国会議員たちがいた。彼女たちこそ、アイドルであり議員でもある「アイドル議員」である。
"
エルドライブ【élDLIVE】
",中学生九ノ瀬宙太は他の誰にも聞こえない「声」が聞こえる。そのため、周りの人からは独り言の多い、変わり者扱いされていた。そんなある日、宇宙警察・エルドライブからスカウトされてしまう。当初は難色...
"
AKIBA’S TRIP -THE ANIMATION-
",謎の敵・”破繰者（バグリモノ）”が出没するという都市伝説が広まっている秋葉原に来ていたタモツは、破繰者と戦う謎の少女・まとめに出会う。
"
キラキラ プリキュアアラモード
",キャッチコピーは「つくって!たべて!たたかって!元気と笑顔をレッツ・ラ・まぜまぜ!」
"
MARGINAL#4 KISSから創造るBig Bang
",Rejetが”銀河の果てまでKissを届けるアイドル”をコンセプトに結成させた架空のアイドルユニット。
"
あいまいみー～Surgical Friends～(3期)
",漫画研究部に所属する愛・麻衣・ミイは、地球に迫る邪悪な侵略者と戦ったり、ライバルとトーナメントで闘ったりしたが、相変わらず愛以外は漫画を描いたりはしなかった…。
"
スクールガールストライカーズ Animation Channel
","都心に広大な敷地と豊富な施設を誇る中高一貫教育の新生私立女子校・五稜館学園。超人気校であるこの学園には、世間には知られていない裏の顔があった。
それは、妖魔（オブリ）と呼ばれる姿の見えない魔..."
"
劇場版 黒子のバスケ LAST GAME
",黒子たちは2年生となり、夏が終わるころ、アメリカから注目のストリートバスケットボールチーム「Jabberwock（ジャバウォック）」が来日した。しかし親善試合で彼らが見せたのは、圧倒的な実力...
"
弱虫ペダル NEW GENERATION
",全国大会＜インターハイ＞において、チーム全員の力で王者・箱根学園ら強豪たちを破り、みごと総合優勝を勝ち取った総北高校自転車競技部。熱い夏が終わり、金城、巻島、田所の3年生が引退を控え、1年生...
"
南鎌倉高校女子自転車部
",長崎から鎌倉に引っ越してきた舞春ひろみは、久しぶりに自転車に乗って登校するが、慣れない自転車通学に四苦八苦する。その時に出会った秋月巴の指導や、女子自転車部の入部を経て、徐々に変わり始めてい...
"
超・少年探偵団NEO
",江戸川乱歩の小説「少年探偵団」を原案とし、2117年の東京を舞台とした作品。
"
映画プリキュアドリームスターズ!
",ある日、いちかの前にサクラと名乗る謎の少女が現れた。「桜が原」という異世界から来たというサクラは、鴉天狗によって連れ去られた友達の狐であるシズク、そして奪われた桜を取り戻すため、「スイーツ」...
"
風夏
",『涼風』の秋月大和と朝比奈涼風の娘である秋月風夏と、風夏の学校に転校して来た榛名優の2人を中心とした物語を描く。
"
SING シング
",6歳の頃に舞台に魅せられ、いつしか念願の劇場主となったコアラのバスター・ムーン。しかし劇場の運営は振るわず、資金繰りに困り果てて銀行からの取り立てに追われ、友人で金持ちの子供エディ（ヒツジ）...
"
宇宙戦艦ヤマト2202 愛の戦士たち
",宇宙戦艦ヤマトのイスカンダルへの航海が終わってから3年が経過した、西暦2202年。巨大な白色彗星によって宇宙を進撃する帝星ガトランティスは、女神テレサの力を求め、テレザート星を侵略する。その...
"
LUPIN THE ⅢRD 血煙の石川五ェ門
",主人公は石川五ェ門。自らの雇い主であったヤクザの組長の死を巡り、組から裏切り者の汚名を掛けられた五ェ門が、その屈辱を晴らすため、圧倒的な力を持つ敵に己の力と一振りの刀で挑む。
"
Fate/Grand Order ‐First Order‐
",歴代TYPE-MOON作品同様、世界の真なる理を魔術と魔術師が掌握しつつ、『Fate/EXTRA』で描かれような科学技術を研鑽する者たちも加わり、科学と魔術が交錯する世界観を前提として物語は...
"
Spiritpact(スピリットパクト)
","落ちぶれた除妖師である楊敬華（ヨウ　ケイカ）は、占いとパソコン修理で生計を立てていた。
そんな彼は、ある日、悪霊と戦う銀髪の男を目撃する。非現実的な光景に楊は戸惑いを隠せないでいた。

その..."
"
チェインクロニクル ヘクセイタスの閃
",最果ての大陸「ユグド」。突如現れた暗黒の魔物たち「黒の軍勢」によって、 大いなる危機が訪れようとしていた。このユグドの危機を打開すべく、 ひとりの名もなき戦士が、義勇軍を結成して立ち上る——...
"
にゃんこデイズ
",人見知りの女の子・小長井友子と、友子が飼っている3匹のネコ、甘えん坊の「まー」、しっかり者の「ろー」、泣き虫の「しー」の日常を描く。
"
映画ドラえもん のび太の南極カチコチ大冒険
","「その友情は、10万年先まで凍らない。」
暑さに耐えかねたのび太たちが向かったのは、南太平洋に浮かぶ巨大な氷山。ひみつ道具「氷細工ごて」で遊園地を作っていたのび太たちは、氷漬けになっている不..."
"
ピアシェ～私のイタリアン～
",色とりどりの料理を提供するイタリア料理店、トラットリア「フェスタ」。女子高生・七瀬萌里菜は、そこで出会った個性溢れる面々と過ごすうち、料理の世界に興味を持ち始める。
"
劇場版トリニティセブン-悠久図書館と錬金術少女-
","再び訪れる、世界崩壊の危機　　。
ある日、“魔王因子”を持つ魔王候補・春日アラタが、トリニティセブンの一人・浅見リリスの魔道書『ヘルメス外典』に何の気なしに触れた瞬間、眩い光に包まれ、目の前..."
"
霊剣山 叡智への資格 (第2期)
",霊剣山、再び!
"
劇場版 プリパラみ～んなでかがやけ!キラリン☆スターライブ!
",プリパラ太陽系の惑星をめぐって、プリパラの素晴らしさを広めよう！というミッションを受けたらぁら御一行。ピュスカバリー号に乗り、様々な惑星に立ち寄ると、奇妙なぷちゅうじんが彼女たちを出迎える。
"
ちるらん にぶんの壱
",「ちるらん 新撰組鎮魂歌」の著者本⼈が描くスピンオフ作品。
"
ピカイア!!
",今よりもほんのすこしだけ未来。人間が住めなくなった地球は六度目の大絶滅を迎えたとさえ言われていた。地球再生の鍵“ロスト・コード”を探すため、ヴィンスとハナそして新たな調査員を加え、『次元調査...
"
One Room
",「バーチャル・アニメ」視聴者を主人公に据え、それに恋する異性キャラクターが主人公の部屋を訪れるという設定となっている。
"
こんぷれっくす×コンプレックス
","オトナに憧れる​中学２年生の小谷ゆい。
​
ゆいには人には言えない秘密のこんぷれっくすがあった。
男子のワキ毛に並々ならぬ興味を抱いてしまうのだ。
特にクラスいちワキ毛の濃い武尾マサトから目..."
"
劇場版 しまじろうのわお! しまじろうとにじのオアシス
",ある日、ガオガオさんが発明したモグール号に乗り込んだしまじろうたち。突然動きだしたモグール号が行き着いた先は、なんと砂漠でした。途方に暮れていると、そこに現れたのは一人の元気な女の子「ココ」...
"
超游世界
","謎の怪物「ディザスター」に平和を脅かされ続ける世界。
人類はディザスターに対抗するため、特殊部隊「セイバー」を結成。
民間財閥も独立防衛組織「ブレイド」を立ち上げ、
一進一退の攻防を繰り広げ..."
