title,info
"
BEASTARS(ビースターズ)
","肉食獣と草食獣が共存する世界。
食肉が重罪とされるなか、全寮制の名門高校・チェリートン学園では生徒が食い殺される”食殺事件”が起きる。

不安の渦巻く校内で、演劇部の変わり者・ハイイロオオカ..."
"
Fate/Grand Order -絶対魔獣戦線バビロニア-
","今回、新たに発見されたのは七つ目の特異点――紀元前2655年の古代メソポタミア。
不老不死の霊草の探索を終えた、“天の楔・賢王ギルガメッシュ”が統治し繁栄を誇ったウルクの地は、
三柱の女神と..."
"
PSYCHO-PASS サイコパス 3
","魂を数値化する巨大監視ネットワーク・シビュラシステムが人々の治安を維持している近未来。
変わりゆく世界で、犯罪に関する数値〈犯罪係数〉を測定する銃〈ドミネーター〉を持つ刑事たちは、
犯罪を犯..."
"
慎重勇者～この勇者が俺TUEEEくせに慎重すぎる～
",救済難度S級レベルの世界「ゲアブランデ」を救済することになった新米女神・リスタルテは、チート級のスキルを持った勇者・竜宮院聖哉を召喚する。しかし、聖哉はその強さに反して慎重過ぎるほど慎重な性...
"
バビロン
","東京地検特捜部検事・正崎善は、製薬会社の不正事件を追ううちに、一枚の奇妙な書面を発見する。
そこに残されていたのは、毛や皮膚のまじった異様な血痕と、
紙一面を埋め尽くすアルファベットの『F』..."
"
空の青さを知る人よ
",これは、せつなくてふしぎな、二度目の初恋の物語
"
旗揚!けものみち
","最強覆面レスラー・ケモナーマスク。
アリーナの大歓声に包まれて、宿敵MAOとの決着をつける世界タイトルマッチのゴングが
今、鳴り響いた!　はずだったのだが…
試合の最中突如リングの上から異世..."
"
僕のヒーローアカデミア(第4期)
",プロヒーローの事務所で活動するインターンの受け入れ先を探すデクは、オールマイトにあるプロヒーローへの紹介を頼む。一方、死柄木たち敵<ヴィラン>連合のアジトに、死穢八斎會の若頭・オーバーホール...
"
アズールレーン
","物語の舞台は、我々の知らない、地表の71％が水で覆われた青き星。
異世界より突如現れた、異形の敵「セイレーン」。圧倒的な力を有する外敵に対抗するべく、
人類は4大陣営を中心に世界的な連合組織..."
"
星合の空
","志城南中に転校してきたシングルペアレントの少年・桂木眞己は、
幼馴染だった新城柊真と再会をする。
働く母に代わって家事全般をこなす眞己。
そんな眞己とは違い、男子ソフトテニス部で部長をしてい..."
"
本好きの下剋上 司書になるためには手段を選んでいられません
",本が大好きな女子大生・本須麗乃は本に埋もれて亡くなり、気がつくと別の世界で、病弱な少女・マインとして転生していた。本があれば、どんな環境でも耐えられると思ったマイン。さっそく本がないか家中を...
"
あひるの空
",九頭龍（くずりゅう）高校に入学した身長149cmの車谷空は、母親に誓った「高校最初のバスケの大会で優勝」の実現のためにバスケットボール部に入ろうとする。しかしバスケ部は花園百春・千秋兄弟を始...
"
放課後さいころ倶楽部
",京都のとある高校を舞台に、アナログゲームを通じて成長していく少女たちの姿を描く。
"
俺を好きなのはお前だけかよ
",如月雨露は鈍感を装いつつも、先輩のコスモスと幼馴染みのひまわりに告白されないかと機会をうかがっていた。 ある日、雨露は、大嫌いなパンジーこと三色院菫子から告白を受けてしまう。
"
アイカツオンパレード!
",姫石らきの夢は、自分だけのプレミアムレアドレスを作ること!アイドル学校・スターハーモニー学園への転入初日、らきは偶然にも友希あいねと湊みおに出会う。その後、初めてアイカツ!のステージを披露。...
"
ちはやふる3
",7月の全国大会で見事団体戦初優勝を果たした瑞沢高校かるた部。しかし、千早と太一は落ち着くことなく、富士崎高校かるた部の夏合宿に参加することになった。そこで待っていたのはストレッチやランニング...
"
歌舞伎町シャーロック
",新宿區歌舞伎町のBAR『パイプキャット』を一人の男性が訪ねてくる。彼はジョン・H・ワトソンという医者で、シャーロック・ホームズが腕の良い探偵だと聞いて依頼に来たのだ。『パイプキャット』には他...
"
浦島坂田船の日常
","学校生活ーー それは誰もが一度は経験する かけがえのない日々。
クラスの人気者になれば 誰もが羨むハイスクールデイズを 送れると相場は決まっていた。
転入生であるうらたは 高校デビューを華麗..."
"
アサシンズプライド
",マナという能力を持つ貴族が、人類を守る責務を負う世界。能力者の養成校に通う貴族でありながら、マナを持たない特異な少女メリダ=アンジェル。彼女の才能を見出すため、家庭教師としてクーファ=ヴァン...
"
アフリカのサラリーマン
","サバンナも食物連鎖もカンケーない。
日本的社会を生きるアフリカのサラリーマンたちの汗と涙の社畜コメディ"
"
魔入りました!入間くん
","14歳の鈴木入間は鬼畜外道な両親に金銭目的で大悪魔・サリバンに売り渡され養子を懇願された。

承諾した入間をサリバンが理事長を務める悪魔学校に入学し、人間であることを隠して学園生活を送ること..."
"
厨病激発ボーイ
",わけあって中途半端なタイミングで皆神高校に転校してきた聖瑞姫は、転校初日に突拍子もない言葉を投げかけられる。平穏な高校生活を送りたい彼女が出会ったのは、平穏とはほど遠い、厨二病をこじらせまく...
"
戦×恋(ヴァルラヴ)
",亜久津拓真は幼いころから自身の怖い顔付きのせいで周囲から怖がられていたため、人間恐怖症になってしまう。そんな中、拓真は神界の主神にその娘である9人の戦乙女たちの恋人になり、悪魔たちを倒して世...
"
GRANBLUE FANTASY The Animation Season 2
","故郷のザンクティンゼルを飛び立ったグランは、星の島を目指し騎空団の仲間と共に旅を続ける。
よろず屋シェロカルテからの依頼を受け、田舎の小さな島へ向かったグラン達。
その島では少し前から轟音が..."
"
私、能力は平均値でって言ったよね!
","人よりちょっとだけ「できる子」だったため、孤独で思うように生きられなかった女子高生・栗原海里
 とある事故をきっかけに、異世界へ転生することになった彼女は普通に友達をつくって、普通の生活を送..."
"
ハイスコアガールII
",あれは1991年。大野財閥の令嬢として度重なるお稽古やレッスンに我慢できず飛び出した晶は、逃げ場として「ゲーセン」と出会う。誰も選ぼうとしないザンギエフに手を差し伸べた晶は、初プレイにして見...
