title,info
"
氷菓
",文化系部活動が活発なことで有名な進学校・神山高校で「古典部」という廃部寸前の部活に入部した男女4人が、学校生活に隠された謎に挑む
"
坂道のアポロン
",1966年初夏、船乗りの父親の仕事の都合で、横須賀から長崎県の佐世保市にある佐世保東高校に転校してきた男子高校生・西見薫。転校初日、バンカラな男・川渕千太郎との出会いをきっかけに、ジャズの魅...
"
ヨルムンガンド
","―――僕は、武器商人と旅をした。
両親を戦争で失い、武器に関する一切を憎む主人公の元少年兵ヨナは、神の悪戯か、若き武器商人の女性ココ・ヘクマティアルと、その部下である「ヒトクセもフタクセも..."
"
這いよれ! ニャル子さん
",高校生の八坂真尋はある日、夜道で怪物に襲われるも突如現れた謎の少女に救われる。その少女は、自身がクトゥルー神話に登場するニャルラトホテプそのものであると語り、また自身が宇宙人であること、真尋...
"
黄昏乙女×アムネジア
",1年生の新谷貞一はある日、旧校舎に迷い込んだ際に不思議な女子生徒に出会う。彼女は自分こそが「旧校舎の幽霊」こと庚夕子であると名乗り、自分の死の真相を解明するために貞一に協力して欲しいと申し出...
"
アクセル・ワールド
",東京都杉並区にある私立梅郷中学校に通う少年ハルユキは、小柄かつ肥満体型と内向的な性格から、幼少期の頃よりいじめや嘲りの対象となり、辛い日々を送っていた。いじめは中学に入学してからも収まらず、...
"
咲-Saki-阿知賀編 episode of side-A
",かつて原村和が在籍していた奈良県の女子校・阿知賀女子学院を舞台に、インターミドルでの和の活躍をテレビで見たかつての旧友・高鴨穏乃達が「和とまた遊びたい」と奮起、麻雀同好会を結成し部員を集めて...
"
黒子のバスケ
",バスケットボールの強豪として知られる帝光中学校に「キセキの世代」と呼ばれる10年に1人の天才が5人同時に存在し、無敗を誇っていた。時は流れ、彼らはそれぞれ別の高校に進学するが、「キセキの世代...
"
謎の彼女X
",普通の高校生の椿明と、クラスに転校してきた「謎」の少女卜部美琴との恋愛を描いた学園恋愛アニメ。美琴が放課後の教室でうたた寝したときに机に残された唾液を明が舐めたことをきっかけに、二人の交流が...
"
つり球
",神奈川県の湘南・江の島に引っ越して来た男子高校生・真田ユキは、他人とのコミュニケーションが苦手で、これまでの人生で友人と呼べる存在がいなかった。学校への転入当日、ユキは宇宙人を自称するもう一...
"
さんかれあ
",K県足倉郡紫陽町に住んでいるゾンビっ娘大好き高校生・降谷千紘は、川向こうのお嬢様高校に通う美少女で、ゾンビになった散華礼弥と共同生活を始めるのであった。
"
これはゾンビですか? オブ・ザ・デッド
",地味な高校生の相川歩は、ある日連続一家殺人事件に巻き込まれて殺されてしまうが、その直前に出会ったネクロマンサーの少女・ユーの力によりゾンビとして蘇ったうえ、魔法の世界から来たというハルナから...
"
戦国コレクション
",謎の光によって史実とは別の戦国世界から現代の世界へと現れた戦国武将たち。元の世界に帰るには武将たちが持つ秘宝を集めなければならないが、現実世界で暮らしていくうちにある者は元の時代に戻ろうと決...
"
夏色キセキ
","下田市に住む逢沢夏海、水越紗季、花木優香、環凛子の中学生4人は親友同士。小学生の時からいつも4人一緒に時を過ごしていた。
そんな4人が中学2年生の夏休みを迎える直前のこと。夏海は部活に顔を..."
"
エウレカセブンAO
",西暦2025年。日本から独立した沖縄の磐戸島に住むフカイ・アオ。彼は幼い頃より周囲の人々から疫病神扱いされて育ったが、義理の祖父のおかげでひねくれることはなく、素直で優しい心の持ち主に育って...
"
めだかボックス
",文武両道・容姿端麗・質実剛健・才色兼備・有言実行……の完璧超人である箱庭学園の1年生、黒神めだか。彼女は入学したてでありながらも、生徒会長選挙で大言壮語を放った結果、98%の支持率を得て箱庭...
"
宇宙兄弟
",2006年7月9日、謎のUFOを目撃した南波六太とその弟の日々人は、「一緒に宇宙飛行士になろう」と誓い合う。それから19年後の2025年、夢を叶え宇宙飛行士となった日々人は、第1次月面長期滞...
"
あっちこっち
",千葉県のとある高校を舞台にツンデレ少女・つみきと朴念仁の伊御を中心として繰り広げられるラブコメディ
"
LUPIN the Third -峰不二子という女-
",峰不二子を主人公とし、ルパン、次元、五ェ門、銭形警部ら5人の若いころの活躍を描いている。
"
AKB0048
",女性アイドルグループAKB48をモチーフにしたテレビアニメ
"
銀河へキックオフ!!
",サッカーの好きな少年・太田翔は、所属する桃山プレデターが人数不足のため解散してしまいメンバー集めを始めた所、転校生の高遠エリカと女子プロサッカー選手の志水ミサキと出会う。新たなチームメイトと...
"
しろくまカフェ
",カフェを営むしろくまと常連客のパンダや動物達、それを取り巻く人々が繰り広げるほのぼの系
"
キングダム
",中国の春秋戦国時代を舞台に、大将軍を目指す少年・信と後の始皇帝となる秦王・政の活躍を描く。
"
ZETMAN
",科学技術が非常に発達した現代（もしくは近未来）の日本が主な舞台。大企業「アマギコーポレーション」の極秘研究によって生み出された新たな生命体 「Z・E・T」と「プレイヤー」、そして同じくアマギ...
"
シャイニング・ハーツ ～幸せのパン～
",舞台は獣人族やエルフなどが様々な種族が暮らすウィンダリア島。主人公リック・エルウッドのパン屋での出来事を描く。
"
君と僕。2
",小学校からの幼馴染コンビ・あきらと東晃一（こーちゃん）が穂稀高校の学生だった頃、職場体験（保父さん）として陽だまり幼稚園へ行く。その時に出会った4人組が双子の浅羽兄弟と塚原要・松岡春だった。...
"
ももへの手紙
",父を事故で亡くしたももは母親のいく子と共に、いく子が嘗て住んでいた瀬戸内の港町『汐島』に移り住む。ももは生前の父と喧嘩して仲直りができないまま死に別れた。彼女に父が残したものは、「ももへ」と...
"
緋色の欠片
",主人公の春日珠紀は、両親の海外転勤を機に、祖母が住む母の実家に引っ越してきた。だが、着いた村で珠紀は突如カミサマと呼ばれる奇妙な生き物達に襲われる。珠紀を救ったのは、不思議な能力を操る鬼崎拓...
"
聖闘士星矢Ω
",『聖闘士星矢』から後の世代の聖闘士の活躍を描くオリジナルストーリー
"
ガッ活!
",学活! すなわち学級活動! この中学校では学活の時間帯を生徒に解放し、自由な討論の場として活用している
"
NARUTO -ナルト- SD ロック・リーの青春フルパワー忍伝
",NARUTO -ナルト-の登場人物、ロック・リーを主役としたスピンオフ作品。
"
ゆるめいつ 3でぃ
",田舎を出て夢を探すため東京の予備校に行こうと上京してきた浪人生・相田ゆるめが住むこととなった東京の外れにあるアパート・メゾン・ド・ウィッシュは、メゾンとは名ばかりのオンボロアパートだった。メ...
"
クイーンズブレイド リベリオン
",逢魔の女王 アルドラはついに破れ、30回目のクイーンズブレイドは幕を閉じた。優勝した美闘士は女王の座に就くことなく去り、代わりに最終戦前に優勝者に敗れた雷雲の将 クローデットが女王の座に就く...
