title,info
"
富豪刑事 Balance:UNLIMITED
","ケタ外れの資産をもつ神戸家の御曹司・大助が赴任したのは、

警視庁で問題を起こした人間だけが送り込まれる

「現代犯罪対策本部準備室」、通称「現対本部」。

そこで大助は情に厚い男・加藤 春..."
"
波よ聞いてくれ
",主人公がひょんなことからラジオパーソナリティとしてデビューし、奮闘する姿を描く。
"
かぐや様は告らせたい？～天才たちの恋愛頭脳戦～
",その生徒会のメンバーである副会長・四宮かぐやと会長・白銀御行はお互いに惹かれ合っているものの、高すぎるプライドが邪魔をして半年が経っても告白することが出来ない。素直になれない二人は、いつしか...
"
プリンセスコネクト!Re:Dive
",覇瞳皇帝に敗北し、意識を失っていた主人公は、コッコロと名乗る女の子によって目覚める。全ての記憶を失い、幼児退行を引き起こしていた主人公は、コッコロ、そして成り行きで出会ったペコリーヌ、キャル...
"
乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…
",クラエス公爵家の一人娘であるカタリナ・クラエスは、両親に甘やかされて育ったせいで高慢で我侭な性格になっていたが、8歳の時に父に連れられて城に出向いたところ、転んで石に頭をぶつけてしまう。そこ...
"
イエスタデイをうたって
",大学を卒業したものの職に就くことなく、フリーターとして特に目標もないまま過ごしているリクオ。そんなある日、カラスを連れた黒ずくめの少女・ハルが現れる。彼女の破天荒な振る舞いに戸惑う中、リクオ...
"
放課後ていぼう日誌
",関東から父親の故郷である九州の芦方町海辺に越して来たばかりの鶴木陽渚。折りしも高校生になったばかりの彼女は、持ち前の手先の器用さを生かし、手芸部で楽しい高校生活を送ろうと考えていた。しかし堤...
"
グレイプニル
",ゆるキャラ系の着ぐるみの化物に変身する力をもった高校生と、その中に入ることができる少女を中心とするバトルラブコメ作品
"
泣きたい私は猫をかぶる
",誰にも言えない秘密を抱えた女の子がゆれ動く気持ちの中で「本当の自分」を探す物語。
"
フルーツバスケット 2nd season
",『プリンス・ユキ』の会長である皆川素子は、由希が率いる新生徒会役員のメンバーを探っていた。メンバーの中に女性がいて、由希に不埒な行為を働いたらと心配でたまらないらしい。一方、竹井に呼び出され...
"
天晴爛漫!
",明治初期にアメリカに漂着した日本人二人組が、帰国資金稼ぎのためアメリカ大陸横断カーレースに挑む。
"
デジモンアドベンチャー：
",2020年、夏。突如、東京のネットワークに障害が発生。システムの誤作動や情報の流出、交通管制に影響が生じ、都心は混乱に陥る。小学5年生・八神太一は、自分の母と妹ヒカリが首都環状線に閉じ込めら...
"
アルテ
","舞台は16世紀初頭イタリア・フィレンツェ。
絵画や彫刻などの芸術が盛んなルネサンス発祥の地。
そんな活気ある華やかなる時代に、貴族の娘として生まれたアルテは、物心ついた頃から絵を描くことに夢..."
"
キングダム(第3シリーズ)
",
"
かくしごと
",娘にマンガ家であることを隠し通そうとするマンガ家と、その娘の日常を、マンガ家あるあるネタを交えつつ描かれる久米田自身の体験談を思わせるハートフルコメディ
"
ミュークルドリーミー
",日向ゆめはとっても明るく元気な中学１年生。ゆめは入学式の前日、お空の上から落ちてきた謎のぬいぐるみを拾います。夢の中に入れることになったゆめが数々の困難を解決していく、ドリーミーファンタジー...
"
アイドリッシュセブン Second BEAT!
","TRIGGERと競い合った「ブラック・オア・ホワイト」での勝利を経て新たな一歩を踏み出したIDOLiSH7。
存在感を示したことでレギュラー番組も決まりさらに知名度を高めていくチャンスを手に..."
"
ギャルと恐竜
",ギャルの楓と彼女が酔った勢いで部屋に入れてしまった恐竜との同居生活が描かれる
"
攻殻機動隊 SAC_2045
",2045年。全ての国家を震撼させる経済災害「全世界同時デフォルト」の発生と、AIの爆発的な進化により、世界は計画的且つ持続可能な戦争“サスティナブル・ウォー”へと突入した。だが人々が、AIに...
"
アルゴナビス from BanG Dream!
","コミュニケーションが苦手なため、孤独に過ごす大学生・七星 蓮。
幼い頃に見たライブステージの熱狂を忘れられず、その正体を探す日々を送っていた。
そんなある日、一人カラオケで歌う蓮を結人と航海..."
"
LISTENERS
","始まる、決して忘れられない「音」の旅路。
がれきの山で出会ったのは、腰にジャック穴のあいた少女──!?スクラップ拾いの少年・エコヲと、腰にインプットジャックの空いた記憶喪失の少女・ミュウ。二..."
"
球詠
",女子野球（女子硬式野球）が女性らしいメジャーなスポーツとして認知されているという設定になっている現代日本を舞台に、埼玉県越谷市から全国高校野球大会への出場を目指す美少女たちの青春を描く。
"
邪神ちゃんドロップキック'
",神保町に住む女子大生・花園ゆりねは魔界から悪魔・邪神ちゃんを召喚することに成功するも、悪魔を帰す方法がわからず、邪神ちゃんを自宅に住まわせることにした。召喚者が死ねば魔界に帰れることを知って...
"
啄木鳥探偵處
","東京で一旗揚げようと、中学の先輩である金田一京助を頼り上京した天才歌人、石川啄木は創作をそっちのけで酒と女にうつつを抜かし万年金欠状態。
そんな折、二人は殺人事件の第一発見者となる。被害者は..."
"
新サクラ大戦 the Animation
","太正三十年（1941年）
帝都・東京は、平和な日々を取り戻していた ―――

『帝国華撃団・花組』は隊長神山誠十郎が欧州へ赴任し、
天宮さくらが隊長代理に就任していた。
日々奮闘している花組..."
"
BNA ビー・エヌ・エー
",タヌキ獣人の影森みちるは、獣人差別主義者の人間たちから逃れ、獣人が自由に生きられる街・『アニマシティ』にたどり着く。ちょうどその日は、街の設立10年を祝う祭りの日。獣人たちは自分たちの本来の...
"
文豪とアルケミスト ～審判ノ歯車～
","文豪により綴られてきた数多の本。独創的な世界観や感情揺さぶる物語が記されたそれは文学として人々の心を彩り、
世界を豊かにしてきた。しかし、そんな本を黒く染める異形のモノ達が現れる。
それは、..."
"
八男って、それはないでしょう!
","二流商社に勤める主人公・一宮信吾がある朝目覚めると、そこは異世界の貧乏貴族の家で、自分がその家の八男、ヴェンデリン・フォン・ベンノ・バウマイスター（5歳）になっていることに気付く。
下級貴族..."
"
神之塔 -Tower of God-
",少年「夜」は大切な女の子「ラヘル」を探すために伝説の塔に入り込み、新たな仲間とライバルと出会い、階層ごとにある過酷な「試験」をクリアしながら、塔の頂点を目指して行く。
"
社長、バトルの時間です!
",「お願い、私たちの社長になって！」幼馴染のユトリアに呼び出され、突然そう告げられたミナト。流されるままに、ミナトは行方を眩ませた父親に代わって倒産寸前のキボウカンパニーの社長になることに。
"
ハクション大魔王2020
",魔法界の王ハクション大魔王の娘・アクビは王位を継ぐための修行として魔法界から人間界へやって来る。かつてハクション大魔王のご主人であった与田山カンイチには孫がおり、東京に住んでいるという。 孫...
"
遊☆戯☆王SEVENS
",ゴーハ第７小学校に通う王道遊我は、自分の発明を「ロード」と呼び、日々いろんなロードを開発する小学５年生。大人たちが管理するデュエルをキュークツだと感じていた遊我は、誰もが楽しめる新しいルール...
"
継つぐもも
","平凡な少年・加賀見かずやの前に、
付喪神の美少女・桐葉が現れてから、これまでの生活は一変した。
怪異を呼び寄せる「忌み子」であったかずやは、
土地の神・くくりから怪異を倒す「すそはらい」の命..."
"
銀河英雄伝説 Die Neue These
",
"
白猫プロジェクト ZERO CHRONICLE
","ずっとずっと昔の時代、天空には白の王国が、
地上には黒の王国があり、〈均衡〉を保ちつつ〈循環〉していた。

ある時、黒の王国で魔獣に襲われ壊滅した村で、少年が墓を掘っていた。
その少年の元へ..."
"
トミカ絆合体 アースグランナー
","双子の兄弟、駆動ライガと駆動クウガは12歳。
ある日、二人は不思議な声に導かれ、謎の地下室へ向かう。そこは二人の父・バリキ博士が働く地球防衛隊アースグランナ―の秘密の格納庫。 そしてライガと..."
"
シャドウバース
","天青学園に通う少年、竜ヶ崎ヒイロ。
世間で大流行中のデジタルカードゲーム『Shadowverse（シャドウバース）』、
通称・シャドバをプレイしたいヒイロだったが、祖父であるシゲフミにスマホ..."
"
俺の指で乱れろ。～閉店後二人きりのサロンで...～
","都会の人気サロン「Freja」で新米アシスタントとして働く”ふみ”。
カリスマ美容師・蒼甫に憧れて上京して来たはいいが、未だに失敗ばかりの毎日…
原因は、仕事の指示をする蒼甫の距離間！
耳元..."
