title,info
"
その着せ替え人形は恋をする
",雛人形の顔を作る、 「 頭師 」を目指す男子高校生・ 五条新菜。真面目で雛人形作りに一途な反面、同世代の流行には疎く、中々クラスに馴染めずにいる。そんな新菜にとって、いつもクラスの輪の中心に...
"
明日ちゃんのセーラー服
","舞台は、田舎の名門女子中学・私立蠟梅学園。
あるきっかけから、この学園のセーラー服を着ることが「夢」だった少女、明日小路。念願叶い、ドキドキで入学式当日を迎えるが―
「私はセーラー服に決めま..."
"
平家物語
","平安末期の京都。平家一門は、権力・武力・財力、あらゆる面で栄華を極めようとしていた。
天皇をもしのぐ勢いで野心を募らせる父・平清盛を危うく感じる長男の重盛はある夜、邸内で琵琶法師の少女・びわ..."
"
ハコヅメ～交番女子の逆襲～
",町山署の交番に勤務する新人警察官・川合麻依は、違反者や一般市民から日々言われる文句、想像以上の激務という警察官の仕事に嫌気がさし、辞表を提出しようとしていた。そこへ新たな指導員として配属され...
"
時光代理人 -LINK CLICK-
","繁華街の一角に佇む「時光写真館」。
そのさびれたドアの奥には、特殊な能力を持った２人の男がいた——。

写真館を経営するのはトキ(程小時)とヒカル(陸光)。
トキの幼馴染・リン(喬苓)を通じ..."
"
地球外少年少女
",物語の舞台はAIやインターネットが普及した2045年の宇宙空間。新たにオープンする日本製の商業用ステーションで大規模な事故が発生してしまう。そこに取り残され、大人からの救助が望めない子供たち...
"
スローループ
","海辺でひとり、亡き父に教えてもらった
フライフィッシングを嗜む少女・ひより。
いつもどおりに釣りをしていると、
いきなり海に入ろうとする天真爛漫な少女・小春と出会います。
一緒に釣りをする事..."
"
からかい上手の高木さん3
","とある中学校、隣の席になった女の子・高木さんに、何かとからかわれる男の子・西片。
高木さんをからかい返そうと策を練るも、いつも高木さんに見透かされてしまう。

どうにかして、高木さんにひと泡..."
"
佐々木と宮野
","女顔がコンプレックスな腐男子の宮野由美は、
ある夏の日、校内で喧嘩の場に遭遇してしまう。
勇気を出して止めに入ろうとしたとき、
宮野の肩を押し留め、代わりに向かってくれたのは
ちょっとだけ不..."
"
プリンセスコネクト!Re:Dive Season 2
",いつもの穏やかな朝食の時間、コッコロがとある地図を取り出した。それは究極の調味料「海の雫」の在り処を示したものらしい。管理協会も扱いあぐねていたほど不確かな情報のようだが、【美食殿】の活動目...
"
リーマンズクラブ
",バドミントンの実業団選手を題材とし、サラリーマンの日常およびスポーツ選手のドラマの2面を描いた作品
"
殺し愛
","賞金首を追うシャトー・ダンクワースは、殺し屋ソン・リャンハととある仕事場で遭遇し、彼との銃撃戦の末に敗れてしまう。
命を奪われるかと思いきや……どうしてか彼に気に入られ、新たな賞金首の情報を..."
"
錆喰いビスコ
","全てを錆びつかせる〈錆び風〉が吹き荒れる日本。異形の僧侶がひとり関所を通りがかる。
その背には僧に似合わぬ弓矢があった。
一方、忌浜の街で医院を営むミロは、錆に侵された姉パウーを救うため秘密..."
"
異世界美少女受肉おじさんと
","「行くぞ神宮寺」
「あぁ、俺たちで魔王を倒す」
「「俺たちが、互いに惚れる前に！！」」

平凡なサラリーマン生活を送っていた幼馴染の橘日向(32)と神宮寺司(32)。
二人はとある合コンの帰..."
"
オリエント
","鬼神の襲来により、日ノ本の覇権は“人”から“鬼”へと移った。
人々が鬼による支配を受け入れ、“武士”だけが戦い続ける動乱の時代に、
武蔵と小次郎は“最強の武士団”結成の夢を誓い、鬼退治に挑む..."
"
天才王子の赤字国家再生術
",父である国王が倒れ、補佐官のニニムと共にナトラ王国を導くことになったウェイン王子。しかし、王国は経済、軍事、人材……そのどれもが行き詰まっていた。国を売って早々に隠居したいウェインは、他国に...
"
CUE!
",実績も経験もない、できたてホヤホヤの声優事務所『AiRBLUE』（エールブルー）。そこに所属するのは個性豊かな声優の卵たち。彼女たちはいまの自分に何ができるのかを考え、それぞれが信じる形で夢...
"
薔薇王の葬列
","中世イングランド。
ヨーク家とランカスター家が王位争奪を繰り返す薔薇戦争時代。

ヨーク家の三男として生まれたリチャードは、母からは「悪魔の子」と疎まれる一方、
同じ名を持つ父からは真っ直ぐ..."
"
怪人開発部の黒井津さん
",悪の組織で予算や上司に振り回されながらも怪人開発に奮闘する主人公・黒井津燈香を描くコメディ
"
失格紋の最強賢者
",12歳になった貴族の少年マティアスは魔法を学ぶため王都の学園の入学試験を受けに行く。道中で襲ってきたモンスターを簡単に退け、同じく試験を受けに来た少女ルリイとアルマのために常識離れの付与魔術...
"
リアデイルの大地にて
",事故で半身不随となり、病室で寝たきりとなっていた少女各務桂菜は、VRMMORPGリアデイルの中で遊ぶ日々を過ごしていた。しかしある時目を覚ますと、そこは自分が知っているリアデイルから200年...
"
デリシャスパーティ♡プリキュア
",不思議なおいしい世界、クッキングダム。この国で大切に守られてきた全ての料理の作り方が書かれた「レシピボン」が怪盗ブンドル団に盗まれる事件が起きた。レシピボンを探すため人間界のおいしーなタウン...
"
トライブナイン
",架空の東京23区を舞台として、各区に存在する「トライブ」と呼ばれるアウトロー集団が、野球をベースとする「エクストリームベースボール」という決闘方法を用いて、プライドを賭けた抗争を繰り広げてい...
"
東京24区
","東京湾に浮かぶ人工島
「極東法令外特別地区」――通称“24区”。
そこで生まれ育ったシュウタ、ラン、コウキは、
家柄も趣味も性格も違うが、いつもつるんでいる幼馴染だった。
しかし彼らの関係は..."
"
ありふれた職業で世界最強 2nd season
",新たに香織を仲間に迎え、オルクス大迷宮をあとにしたハジメたちは、次の目的地を目指して果てしなく続くグリューエン大砂漠を突き進んでいた。その道中、多数の凶悪な魔物にハジメたちは襲われてしまうが...
"
賢者の弟子を名乗る賢者
",無限の可能性が広がるVRMMO『アーク・アースオンライン』で、召喚術を究めたプレイヤー・ダンブルフ。彼は仲間と建国したアルカイト王国の最高位「九賢者」として目覚ましい活躍を見せていた。この日...
"
錆色のアーマ-黎明-
","山海の秘境、紀ノ國。
この深い森の奥に、八咫烏を旗印にした鉄砲集団がいた。
傭兵稼業を生業とし、戦場を駆ける、その名は『雑賀衆』。
雑賀衆の頭として名跡を受け継いだのは、異国から流れ着いた『..."
"
ドールズフロントライン
",第三次世界大戦により戦闘に特化した「戦術人形」が普及した未来。大手軍需企業「鉄血工造」の戦術人形が突如人類へ反旗を翻した。民間軍事会社「Ｇ＆Ｋ（通称グリフィン）」所属の戦術人形「M4A1」た...
"
最遊記RELOAD -ZEROIN-
","人と妖怪、科学と妖術が共存を果たす
無秩序かつ安寧の大陸『桃源郷』。

しかし牛魔王蘇生実験による負（マイナス）の波動の影響で、
突然妖怪たちが暴走し、その均衡は崩れてしまった。
天界の観世..."
"
テイルズ オブ ルミナリア The Fateful Crossroad
",大国の狭間で揺れ動く正義と友情。それぞれの信念を胸にいま、若者は剣を取る。
"
イロドリミドリ
",『ライブですごいパフォーマンスができたら、追加で特別な点数がもらえる（らしい）』そんな学園フェスの噂を信じた芹菜は次々とメンバーを集めていく。しかし、集まったメンバーはもれなく全員個性派ぞろ...
"
フットサルボーイズ!!!!!
",フットサルが世界的にブームとなって十数年。U-18日本代表選手・天王寺刻成のプレーに惹き込まれ、「天王寺みたいなすごい選手になる」と決めた大和晴。恒陽学園高校フットサル部へ入部し、新たな仲間...
"
コタローは1人暮らし
",ある日、売れない漫画家、狩野進の隣にさとうコタローと名乗る子供が引っ越してきた。コタローには親がおらず、一人暮らしだと言う。そんなコタローを煙たがる狩野だったが、コタローが一人で暮らす理由が...
"
ニンジャラ
","忍者の子孫たちは自分たちの持つ特殊な能力、シノビの力を存続させるため、
世界忍者協会「WNA」を設立。
そして『WNA』は身体の中に眠るシノビの力をより強力に引き出すことができる
「ニンジャ..."
"
オンエアできない!
",なんとなく知ってる、でもほんとはよく知らない “AD” というお仕事、その驚きの実態とは！？
"
幻想三國誌 天元霊心記
","人々の昏い心を糧とする存在、魍魎!
戦乱の世の中で、魍魎はおおいに蔓延っていた。
しかし、これに対抗すべく、世を憂う青年「應幾」が立ち上がった!
應幾は魎狩隊六番隊のリーダーとして、「鬼斬」..."
