title,info
"
恋愛ラボ
",世間で「お嬢様学校」と呼ばれる名門校「私立藤崎女子中学」（略称：藤女）の生徒会執行部は会長の意向により「恋愛を研究する」場でもあった。後に『恋愛ラボ』と呼ばれるようになる「恋に恋する乙女たち...
"
有頂天家族
",面白きことは良きことなり! 
"
私がモテないのはどう考えてもお前らが悪い!
",黒木智子は喪女である。女子高生になれば何もしなくてもモテモテだ。そんなふうに考えていた時期が彼女にもあった。しかし、入学して2ヵ月経っても彼氏ができるどころかクラスメイトともろくに会話もでき...
"
ダンガンロンパ 希望の学園と絶望の高校生 The Animation
",「超高校級」と称される優れた能力を持つ高校生ばかりが集められた「希望ヶ峰学園」に入学した生徒達が、「卒業するためには仲間を殺すこと」というルールの元に次々と発生する殺人事件を「学級裁判」で解...
"
Free!
",小学生のスイミングクラブでの優勝以降、水泳から遠ざかっていた主人公たちが高校在学中に設立した、男子水泳部での日々を描く。
"
きんいろモザイク
",イギリスでホームステイをしていた大宮忍に、帰国からしばらく経った高校1年生のある日、1通のエアメールが届く。差出人はイギリスで出会った少女、アリス・カータレット。なんと今度はアリスが日本に来...
"
神のみぞ知るセカイ 女神篇
",順調にリアル女性を一人ずつ攻略していく桂馬の前に、幼馴染の鮎川天理が現れる。彼女はかつて駆け魂を封じた6人の女神「ユピテルの姉妹」の一人・ディアナをその身に宿していた。「駆け魂を封じるため、...
"
サーバント×サービス
",北海道の某市・某区役所の保健福祉課を舞台に、そこで働く公務員の日常を描く。
"
〈物語〉シリーズ セカンドシーズン
","夏休みが明け、私立直江津高校にも二学期が訪れようとしていた。怪異を克服したはずの少女達に新たな「怪異」が襲来する。
羽川翼の前に現れた炎の虎－「つばさタイガー」。八九寺真宵と不死の亡者たち..."
"
神さまのいない日曜日
",15年前を境に、人々が生まれなくなると同時に死者が生前と変わらず動き回るようになった世界。そこでアイは墓守──死者へ安らぎを与える職業──として村人たちの尊敬を集めていたが、ある日やって来た...
"
ステラ女学院高等科C3部
",サバゲーと女子高生を題材とした作品。高校の部活動である『C3部』でサバイバルゲームを楽しむ女子高生たちの日常を描いている。
"
銀の匙 Silver Spoon
",汗と涙と家畜の酪農青春グラフィティ!!
"
犬とハサミは使いよう
",ある日突然、強盗に殺された春海和人は、「死んだら本読めないじゃん!!」という本バカの執念で奇跡的に現世に生還を果たす。しかし、その姿はミニチュアダックスフントと化していた。犬じゃ本はめくれな...
"
ガッチャマン クラウズ
",異星人犯罪者を秘密裏に駆除する特殊部隊・ガッチャマン。その存在はフィクションとして、市民からは実在を否定されていた。2015年初夏。日常に物足りなさを感じていた女子高生、一ノ瀬はじめは、突如...
"
ブラッドラッド
",東魔界でナワバリボスをしているオタクな吸血鬼・スタズのもとへ、ある日、人間の女子高生・柳冬実が紛れ込んでくる。戸惑いながらにも冬実に会ったスタズは、自分の中から湧いてくる気持ちを整理出来ずに...
"
風立ちぬ
",航空技術者として活躍した堀越二郎が、主人公のモデルとなっている。七試艦上戦闘機、九試単座戦闘機、零式艦上戦闘機の設計などを手掛けた、二郎の生涯が描かれている。東京、名古屋、ドイツを舞台に、二...
"
ロウきゅーぶ! SS
",小学校の女子バスケットボール（ミニバスケットボール）部でコーチをすることになった男子高校生を主人公として、部員である小学生のヒロインたちとの交流や成長を描く。ロウきゅーぶ！の続編。
"
げんしけん 二代目
",げんしけんシリーズ第3期。荻上千佳が新会長になってからの現代視覚文化研究会、「げんしけん」サークルの様子を描く。
"
帰宅部活動記録
",高校に入学したばかりの安藤夏希は部活での上下関係が面倒くさいと「部活動はしないで、帰宅部でいいや」と考えていた。しかしそれを聞いた夏希のクラスメイト・塔野花梨は「実はこの学校には『帰宅部』と...
"
Fate/kaleid liner プリズマ☆イリヤ
",イリヤは穂群原学園に通うごく普通の女の子。ある日、飛来してきたカレイドステッキの人工天然精霊・マジカルルビーによって強制的に契約を結ばれ、魔法少女プリズマイリヤになる。本来のカレイドステッキ...
"
ローゼンメイデン(2013年版)
",謎のダイレクトメールの「まきますか まきませんか」との問いに、「まきません」を選んだ桜田ジュン。彼は後に、意を決して外に出ることを決意。中学卒業後は高校に行かず大検に合格したが、引き篭もった...
"
たまゆら ～もあぐれっしぶ～
",あなたの笑顔が一番のありがとうなので。
"
戦姫絶唱シンフォギアG
",響達とフィーネの戦い「ルナアタック」から3か月後、未だ発生するノイズへの対策を講じる人類だったが、その要となる聖遺物「ソロモンの杖」の強奪事件が発生する。同日、海外から訪れた歌姫のマリア・カ...
"
君のいる町
",広島県の田舎町で春から高校へ進学する主人公・桐島青大の家に、父親の知り合いの娘という、枝葉柚希という少女が突然居候として東京からやってきた。青大はクラスメイトである神咲七海に中学時代から好意...
"
幻影ヲ駆ケル太陽
",人々に不幸をもたらすタロット、それに対抗するタロットという2種類のタロットに支配された世界を舞台とし、前者のタロットを宿した魔物から世界を守るために、後者のタロットの力を行使して戦う4人の少...
"
超次元ゲイム ネプテューヌ
",長年争ってきたプラネテューヌ、ラステイション、ルウィー、リーンボックスの四カ国が、友好条約を結んでからのゲイムギョウ界を描く。
"
ファンタジスタドール
",ファンタジスタドールとカードマスターうずめの戦いの物語である。
"
BROTHERS CONFLICT
",主人公の女子高生は父親の再婚で、30代から小学生まで13人の男ばかりの兄弟を抱える朝日奈家の一員となる。彼女の出現で、これまで平穏だった兄弟たちの生活に変化が表れる。
