title,info
"
デカダンス
",遥か未来、未知の生物《ガドル》の侵攻によって絶滅寸前へと追いやられた人類は、移動要塞《デカダンス》内部で暮らしつつ、必死の抵抗を続けていた。幼い頃から戦士に憧れて育った少女・ナツメは、現実主...
"
彼女、お借りします
",2017年、大学生の木ノ下和也は彼女にフラれた寂しさから、レンタル彼女を申し込んでしまう。現れたレンタル彼女・水原千鶴は容姿端麗、立ち振る舞いも完璧で、理想の彼女であった。しかし二回目のデー...
"
炎炎ノ消防隊 弐ノ章
","この「国」は、何かを隠している──。
“地下（ネザー）”での激戦を終え、 シンラたちは「伝導者」の野望を知る。
その目的は、特殊な炎「アドラバースト」の 使い手を集めて弐佰伍拾年前の大災害を..."
"
魔王学院の不適合者～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～
","二千年の時を経て蘇った暴虐の魔王――
だが、魔王候補を育てる学院の適性――《不適合》!?"
"
やはり俺の青春ラブコメはまちがっている。完
","曇天の空から雪が降りつのる中、雪乃からの依頼を聞く八幡と結衣。
「私の依頼は一つだけ。あなたたちに、その最後を見届けてもらいたい。」
雪乃の言葉を２人は受け入れ、一緒に雪乃のマンションに向か..."
"
Re:ゼロから始める異世界生活 2nd season
",幾多の死を繰り返しながら、ついに白鯨の討伐を成功に導き、暗躍する魔女教大罪司教「怠惰」担当ペテルギウス・ロマネコンティを打ち破ったスバル。辛い決別を乗り越え、ようやく最愛の少女・エミリアとの...
"
GREAT PRETENDER
","自称“日本一の詐欺師”こと枝村真人（エダマメ）は、年寄りや旅行客相手に詐欺を働いていた。
そんなある日、標的に選んだ外国人バックパッカーはまさかの同業者だった！
彼の名はローラン・ティエリー..."
"
Lapis Re:LiGHTs ラピスリライツ
","立派な魔女になるため、フローラ女学院にやってきたティアラ。理事長のクロエからあっさりと入学の許可を得た彼女は、幼なじみのロゼッタが所属する班に加入することに。
妄想癖のあるリネット、お調子者..."
"
日本沈没2020
","2020年、平和な日常が続く日本を襲った突然の大地震。
都内に住むごく普通の一家、武藤家の歩（あゆむ）と剛（ごう）の姉弟は、大混乱の中、家族4人で東京からの脱出を始めるが、刻々と沈みゆく日本..."
"
宇崎ちゃんは遊びたい!
",一人ぼっちを愛する大学三年生の桜井真一。同級生とはつるまず、学食では一人ぼっち。 ポカポカ陽気の中、キャンパスのベンチでは一人で昼寝。 それはそれは幸せな学生生活を送っていた。が、ある日突然...
"
ジビエート
","舞台は2030年の日本。
病気の感染者は怪物になり、年齢、性別、人種により姿が変化する。
その病気は、変化する多様な種類から
「ジビエート（ジビエのようにバラエティに富んでいる）」と呼ばれた..."
"
ド級編隊エグゼロス
","誰かが言った。HERO（ヒーロー）は「H（エッチ）」と「ERO（エロ）」でできていると。

人々のエロスの源“ H(エ)ネルギー”を吸い取り人間の生きる活力を奪おうとしている侵略者・キセイ蟲..."
"
モンスター娘のお医者さん
",かつてヴィヴル山脈を境とし100年にわたり人間と魔族が戦争をしていた世界。そんな遺恨が残る世界で人間と魔族が共存できる街リンド・ヴルム。その街で魔族専門の医師として活躍する人間族のグレンは、...
"
恋とプロデューサー～EVOL×LOVE～
","亡き父の跡を継いだわたしは、小さな映像会社「キセキエンタテイメント」の社長兼
プロデューサーとして、TV番組『奇跡発見！』を盛り上げようと日々奮闘していた。

そんなわたしの前に現れたのは立..."
"
THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール
",自称最強の高校生である主人公のジン・モリが全世界で最強高校生決定大会「ゴッド・オブ・ハイスクール」に招待され、世界の猛者を相手とし、成長していくといったストーリーが描かれる
"
うまよん
",「ウマ娘 プリティーダービー」のポップでかわいい4コマ漫画「うまよん」のアニメ化
"
巨人族の花嫁
",男子校生の水樹晃一は、突如異世界へと召喚されてしまう。そこは自分よりもはるかに大きな巨人の暮らす国であり、その第一王子であるカイウスに「花嫁になってほしい」とプロポーズをされてしまう。
"
異常生物見聞録
","ごく普通の青年・好人は生計を立てるため、自分が住んでいる一軒家の空き部屋を貸し出すことにした。

　街で偶然出会った狼少女の入居希望者を皮切りに女吸血鬼の入居希望者も表れ、ついに大家生活が始..."
"
ムヒョとロージーの魔法律相談事務所(第2期)
",本来なら現世にいるべきではない死霊が跋扈し人を害する事件が度々起こる現代の日本。この世界には、魔法律協会と呼ばれる魔法律によって霊の犯罪を裁きあの世へ送るために作られた新設の機関が存在してい...
"
ピーター・グリルと賢者の時間
",ピーター・グリルは武闘祭を勝ち抜き、ついに最強の称号を手に入れた。意中の相手であるルヴェリア・サンクトゥスとの関係もうまくいくと信じていたそのとき、異種族の女たちから積極的すぎるアプローチを...
"
食戟のソーマ 豪ノ皿
","季節は夏！創真たちは、2年生1学期期末試験の時期を迎えていた。試験内容は、海水浴客で溢れる浜辺に並ぶ「海の家」を経営し、３日間で300万円の売上を達成すること！
余裕を見せる創真たち十傑の面..."
"
ノー・ガンズ・ライフ(第2期)
",身体の一部を機械化し、機能拡張した人間「拡張者（エクステンド）」と生身の人間が共存する社会。とあるスラム街で、頭部に巨大なリボルバーを持つ男・乾十三は、問題を起こした「拡張者」の処理を生業と...
"
HERO MASK
",首都警察・特殊捜査部（SSC）の有能だが型破りな刑事・ジェームズは、恩人の女性検事の殺害疑惑事件を追う中、装着すると超人的能力をもたらす《マスク》をめぐる謎に辿り着く。そこに立ちはだかる、か...
"
バキ 大擂台賽編
",
"
戦乙女の食卓
","これは学寮に戻った戦乙女たちの日常と料理に関する物語である。
戦乙女たちが作った料理はそれぞれ違うが、込められた思いと、大切な人に届けたい気持ちは同じ。"
"
アラド：逆転の輪
",燃え盛る炎の中。赤く禍々しい異形の左腕で兄を殺す……。そんな毎夜の悪夢でテンサイは憔悴していた。原因は封じられた左腕にある。隠された左腕の真実を知るために、かつてその腕に鬼神縛をつけてくれた...
"
忍者コレクション
",
