title,info
"
映像研には手を出すな!
",人並み外れた空想力を持つ浅草みどり、金儲けが好きな長身の金森さやか、カリスマ読モだがアニメーター志望の水崎ツバメの3人を主人公に、女子高生によるアニメ制作活動を描くストーリー作品。
"
ダーウィンズゲーム
","平凡な日常を送っていた男子高校生のカナメの元に、ある日アプリ「ダーウィンズゲーム」の招待メールが届く。
何気なくアプリを開いた事でゲームのプレイヤーになってしまったスドウカナメ。
怪しげな雰..."
"
ランウェイで笑って
","身長158cmの藤戸千雪の夢は、パリコレモデル。
モデルとして致命的な低身長を理由に、
周囲は「諦めろ」と言うが、それでも折れない。
そんなとき、家族を養うために
ファッションデザイナーの夢..."
"
ドロヘドロ
","魔法によって顔をトカゲにされてしまった記憶喪失の男、カイマン。
本当の顔と記憶を取り戻すため、相棒のニカイドウと一緒に自分に魔法をかけた魔法使いを探し続ける。
いったい自分は何者なのか……。"
"
痛いのは嫌なので防御力に極振りしたいと思います。
",本条楓は、友人の白峯理沙に勧められてVRMMO『NewWorld Online』をメイプルという名前でプレイを始めた。しかし、ゲーム初心者であるメイプルは「痛いのが嫌だ」という理由で不人気の...
"
虚構推理
","岩永琴子は、病院で偶然出会った桜川九郎に一目惚れした。
それから二年後、機会を伺っていた琴子は、結婚を前提に付き合わないかと九郎に提案する。
元カノ・紗季と別れた話を語り始めた九郎に、自身の..."
"
異種族レビュアーズ
","足しげくムフフなサービスをしてくれるお店に通う人間の冒険者・スタンクは、ある日種族間の（性的な意味での）感性の違いで悪友のエロエルフ・ゼルと衝突する。
決着の方法は……異種族娘のレビュー！？..."
"
ID:INVADED イド：インヴェイデッド
","殺意を感知するシステム「ミヅハノメ」を用いて、
犯罪事件を捜査する組織、通称「蔵」。

そして、「ミヅハノメ」のパイロットとして
犯人の深層心理「殺意の世界（イド）」に入り、
事件を推理する..."
"
恋する小惑星
",高校の地学部を舞台に、小惑星を見つけたいという夢を持った主人公と、その周囲の地学系女子（ジオジョ）による青春物語。
"
地縛少年花子くん
","かもめ学園高等部1年生の八尋寧々は、学園に伝わるとある噂話を耳にする。
大切なものと引き替えに願いを叶えてくれるという『トイレの花子さん』。
どうしても叶えたい願いのある寧々は、旧校舎の女子..."
