title,info
"
リコリス・リコイル
",日本の治安を守る秘密のエージェント「リコリス」である井ノ上たきなは、ある事件をきっかけに喫茶「リコリコ」への転属が命じられる。超優秀なNo.1リコリス（？）の千束とバディを組み、DA復帰を目...
"
異世界おじさん
","２０１７年秋――。
１７歳のときにトラックにはねられ、
それから１７年の間ずっと昏睡状態だった叔父が目覚めた。
病室を訪れた甥のたかふみが目にしたのは、意味不明な言葉をつぶやき、異世界「グラ..."
"
メイドインアビス 烈日の黄金郷
",黄金郷を求めて旅する決死隊「ガンジャ」。隊の一員・ヴエコが持つ「星の羅針盤」を頼りに未開の地の航海を続けていた。ある日、激しい嵐がガンジャ隊の船団を襲う。次々に他の船が波にのまれていく中、羅...
"
オーバーロードⅣ
","アインズは悩んでいた。
アインズ・ウール・ゴウン魔導国の王として、この国をどのように導くのか。

アルベド、デミウルゴスら優秀なNPCたちと不眠不休で働けるアンデッドによって、
魔導国は今や..."
"
サイバーパンク エッジランナーズ
","『サイバーパンク エッジランナーズ』は、テクノロジーと人体改造が一般化した巨大都市で、多くの犠牲を払い困難を乗り越えながらアウトローの傭兵――
すなわち“サイバーパンク”の道を歩んだ少年の物..."
"
よふかしのうた
",不登校の中学2年生夜守コウは、ある日、初めて誰にも言わずに、夜一人で外に出る。昼間とは違う世界に心地よさを感じる中、コウは吸血鬼である七草ナズナと出会う。コウは吸血鬼になりたいと頼むが、それ...
"
シャドーハウス 2nd Season
","『お披露目』を終えたケイト・エミリコ、
そして同期3対は成人としての新しい生活を始める。
「シャドーハウス」の謎を解き明かせないまま、
こどもたちの棟では新たな事件が発生。
反乱分子と星つき..."
"
風都探偵
","風の街──風都。

かつて街を脅かした組織「ミュージアム」は、
仮面ライダーたちによって壊滅へと追い込まれた。
だが、組織によって大量生産された危険なアイテム「ガイアメモリ」は各所に散在。
..."
"
連盟空軍航空魔法音楽隊ルミナスウィッチーズ
",1944年、ブリタニア。人類は、ネウロイと呼ばれる謎の存在との長き戦いの中にあった。ブリタニアの片田舎から列車に揺られ、はるばるロンドンへやってきたジニーは、ミラーシャといのりという名の少女...
"
シャインポスト
","大きな夢を抱くも、
小さな成果しかあげられないアイドルユニット
『TiNgS』の玉城杏夏、青天国春、聖舞理王。
彼女らに救いの手として用意されたのは、曰く最強マネージャー、のはずが……

「..."
"
Engage Kiss
",常に金には困っているが、元恋人であるアヤノと献身的に尽くしてくれるキサラのサポートのおかげでなんとか暮らせているシュウ。PMCとしての仕事も同様で、今日もアヤノの協力により、カジノで起こった...
"
彼女、お借りします(第2期)
","「女優１本でやってくのも、アリかなって」
“彼女のフリ”をしてもらっている水原千鶴のひと言に、ダメダメ大学生・木ノ下和也は破滅の危機に立たされていた。千鶴は女優として出演する舞台が成功したら..."
"
神クズ☆アイドル
","顔はいい。しかし、歌わない踊らない。ファンサしない。
まったくやる気のないクズアイドル仁淀ユウヤ。
金のために芸能界に足を踏み入れたが、あまりに熱意のない仁淀は、ついに社長からクビを宣告され..."
"
組長娘と世話係
",桜樹組の若頭である霧島透は、すぐに暴力で物事を片付けることから「桜樹組の悪魔」と呼ばれていた。ある日、組長の桜樹一彦に呼び出された霧島は、桜樹の一人娘である八重花の「世話係」を命じられる
"
ようこそ実力至上主義の教室へ 2nd Season
","無人島での試験を終え、綾小路清隆たち1年Dクラスのメンバーは
豪華客船で夏休みを堪能していた。
ところが休息も束の間、新たな特別試験が。
軽井沢恵らと同じ部屋に呼び出され説明を受ける綾小路。..."
"
ダンジョンに出会いを求めるのは間違っているだろうかIV 新章 迷宮篇
",異端児の救出、好敵手との戦闘を経て、Lv.4への昇格を果たした 【 ヘスティア・ファミリア 】 の冒険者、ベル・クラネル。それに伴い派閥のランクも上昇、ベル達はギルドから強制任務を課されるこ...
"
雨を告げる漂流団地
",小学6年生の航祐と夏芽は、まるで姉弟のように育った幼馴染。小学6年生になった二人の関係性は、航祐の祖父・安次の他界をきっかけにギクシャクし始めた。夏休みのある日、航祐はクラスメイトとともに取...
