title,info
"
かげきしょうじょ!!
",大正時代に創立された「紅華歌劇団」は、未婚女性達のみで構成され、美しい舞台で人々の心を魅了させる劇団である。神戸にある劇団員の育成を目的とした「紅華歌劇音楽学校」では、毎年難関を突破した女学...
"
竜とそばかすの姫
","50億人がすれ違う

美しくも残酷な仮想世界。

ベルの歌声は世界を変える――"
"
白い砂のアクアトープ
",アイドルを目指して努力を重ねてきた宮沢風花は、結局その夢を諦めて仕事を辞め、一人沖縄へと旅に出かける。一方、沖縄に住む女子高生の海咲野くくるは学生生活の傍ら、祖父が営む「がまがま水族館」の業...
"
うらみちお兄さん
",MHKの教育番組「ママンとトゥギャザー」の体操のお兄さん、表田裏道（通称・うらみちお兄さん）は、子どもたちに笑顔を振りまく優しいお兄さんだが、しんどい、辛い、何もしたくないといった「裏の顔」...
"
ヴァニタスの手記
",吸血鬼が存在する19世紀のフランス。吸血鬼の青年ノエは、吸血鬼に呪いを振り撒く魔導書「ヴァニタスの書」を探すためにパリへ向かい、その途中の飛行船の中である事件に遭遇した。その最中、吸血鬼の専...
"
探偵はもう、死んでいる。
",始まりは四年前、君塚君彦は地上一万メートルの空の上でハイジャック事件に遭遇する。その飛行機の中で君塚は謎の探偵・シエスタと出会い、その助手になる。それから三年間、二人は世界中を旅しながら秘密...
"
カノジョも彼女
","主⼈公、直也は⾼校１年⽣。
ずっと好きだった咲に告⽩し、
彼⼥になってもらうことに成功。幸せの絶頂にいた。

しかし、そんな直也に美少⼥・渚が声をかける。
彼⼥はいきなり、直也に付き合ってほ..."
"
アイドリッシュセブン Third BEAT!
","デビュー1周年を迎え、記念のライブツアー開催が決まったIDOLiSH7。
先輩であり、良きライバルであるTRIGGER、Re:valeもそれぞれに華々しい活躍で注目を集めていた。
そんな3グ..."
"
ラブライブ！スーパースター!!
","私立結ヶ丘女子高等学校、
表参道と原宿と青山という3つの街のはざまにある新設校に初めての入学生がやってきた。

歴史もない、先輩もいない、名前も全く知られていない、ないない尽くしの新設校で、..."
"
天官賜福
",舞台は架空の古代中国。仙楽国の太子である謝憐は天から与えられた才能を持ち、人々を救うために修行を積みつつ飛昇して武神となったが、2度にわたって天界から追放されてしまった。800年が経過し、謝...
"
小林さんちのメイドラゴンS
","あのはちゃめちゃドラゴンメイドが再び！
ひょんなことから小林さんちのメイドとして働くことになったドラゴン・トール。
大好きな小林さんに時々（嘘。たくさん）迷惑を掛けながらも、なんとか人間社会..."
