title,info
"
琴浦さん
",人の心が読める少女・琴浦春香と、春香のクラスメート・真鍋義久、そしてそれを取り巻く仲間達との日常を描いた物語
"
たまこまーけっと
",とある街にある「うさぎ山商店街」。そのもち屋の娘である主人公の北白川たまこは、商店街の人々に愛され、感謝しながら毎日幸せな日々を送っていた。大みそかが間近に迫った年末に彼女は、言葉を話す鳥と...
"
みなみけ ただいま
",「この物語は南家3姉妹の平凡な日常を淡々と描くものです。過度な期待はしないでください。」
"
ラブライブ!
",東京都千代田区にある、ごくありふれた女子高校の「音ノ木坂学院」（おとのきざかがくいん）。地域の人々の想い出に育まれた歴史と伝統あるこの学院も時代の流れには勝てず、3年後に迫る学校統廃合の危機...
"
俺の彼女と幼なじみが修羅場すぎる
",県立羽根ノ山高校（通称ハネ高）に通学する、1年生の男女5名（なお、男子は1名）を中心とする、「恋愛」と「中2病」とハートフルかも知れない何かを巡る物語。
"
僕は友達が少ないNEXT
",ある日、小鷹はいつも不機嫌そうにしている同級生の三日月夜空が1人で楽しげに喋っているのを目撃。エア友達と話していたと釈明する夜空は、友達を作るために隣人部（りんじんぶ）という部活を創部し、小...
"
ちはやふる2
","春を迎え、千早たちかるた部一同は進級した。
職員会議で「部員があと５名増えなければ部室を返上」という条件を突きつけられ、また「瑞沢高校を将来的にかるた強豪校にする」という目標を持っていた千..."
"
まおゆう魔王勇者
",人間と魔族が長く戦争を続けている世界……。強大な力を持つ「勇者」は、魔王を倒して人間世界を救うべく魔王の城に乗り込んだ。だが、そこで彼を待っていたのは、人間の女性そっくりの「魔王」であった。...
"
ささみさん@がんばらない
",引きこもりの「ささみさん」と奴隷体質の「お兄ちゃん」のささやかな生活に降りかかる、八百万の神々による怪奇現象。そして、個性あふれる「邪神三姉妹」とのありえないラブコメ。そんな日常系として描か...
"
ビビッドレッド・オペレーション
",キャッチコピーは「友情が世界を守る鍵」のおしりアニメ。
"
問題児たちが異世界から来るそうですよ?
",自分たちの能力をもてあまし、現実世界に飽き飽きしていた逆廻十六夜、久遠飛鳥、春日部耀――3人の問題児たちのもとに1通の封筒が届く。手紙の文面に目を通したのと同時に、3人は見たこともない風景が...
"
ヤマノススメ
",インドア趣味で高所恐怖症の主人公・あおいが、アウトドア志向の幼馴染・ひなたとの再会をきっかけとして、幼い頃に見た山頂の朝日を再び目にするべく、登山に臨む物語である。
"
GJ部
",主人公・四ノ宮京夜と、彼が所属するGJ部（グッジョぶ）という活動内容不明の部の部員たちが織り成す日常のショートエピソード。
"
THE UNLIMITED 兵部京介
",解き放て、アンリミテッド
"
キューティクル探偵因幡
",主人公の因幡洋は人工授精により産まれた狼男で元秘密警察犬（シークレットドーベルマン）である。行方不明となった弟・遥を探すため私立探偵となった洋だったが、元相棒荻野警部が持ってきた厄介な事件、...
"
AMNESIA
",8月1日の朝、主人公は7月31日以前の記憶を喪失してしまった。オリオンと出会った主人公は、7月31日以前の記憶を取り戻そうとする。
"
閃乱カグラ
","現代に生きる忍者の育成機関「国立半蔵学院」に在籍する5人の少女が悪の勢力に立ち向かう物語。
"
"
生徒会の一存Lv.2
",私立碧陽学園の生徒会役員は、一風変わった方法で選ばれる。それは純然たる人気投票。なので外見が美しいものが選ばれることとなる。男子は他の男子からの反感があるため、必然的に美少女の集まりの場とな...
"
D.C.III ～ダ・カーポIII～
",前作から17年後の2月、風見学園に通う芳乃清隆は公式新聞部に所属しながら、ヒロインたちと楽しくすごしていた。ある時、部長の立夏の思いつきがきっかけで枯れない桜に触れたところ、枯れない桜が復活...
"
戦勇。
",主人公のヘタレ勇者アルバが、お供の戦士ロスと3代目魔王を名乗る少女ルキと共に、1000年前に勇者クレアシオンによって封印されたはずの魔王ルキメデスを退治し、世界を平和にするため旅をする物語
"
ドキドキ!プリキュア
",大貝第一中学校の生徒会長を務める相田マナは、社会科見学で東京クローバータワーに行った際、謎の青年・ジョー岡田から「キュアラビーズ」という宝石をもらう。展望台へ向かう列に並んでいる途中、怪物「...
"
八犬伝―東方八犬異聞―
",5年前、突然広まった謎の疫病が、他の村々に飛び火するのを防ぐために焼き尽くされた大塚村。その生き残りである信乃、荘介、浜路の三人は村はずれの教会で保護され、静かに暮らしていた。村の焼失事件以...
"
あいまいみー
",漫画研究部に所属する4人の女子高生の「不毛な日常」を描く
"
gdgd妖精s（ぐだぐだフェアリーーズ）
",妖精の森に住む3匹の妖精、ピクピク・シルシル・コロコロが巻き起こす、gdgd（ぐだぐだ）でシュールな騒動の数々を描く15分枠の短編アニメーション。
"
まんがーる!
",「コミック アース・スター」編集部を舞台に、「はな編集長」をはじめ、それまで雑誌編集経験のまるで無かった女性編集部員たちが、「日本一の漫画雑誌」を作り育てるべく仕事に励む日々を描くコメディ
"
幕末義人伝 浪漫
",『ルパン三世』などの作品で知られるモンキー・パンチの作画によるオリジナルストーリーをベースにしたパチンコ。
"
直球表題ロボットアニメ
",機動世紀8013年。人類の滅亡から既に70世紀以上経過しており、その世界はかつて人類が残した軍事用ロボットが独自の進化を遂げていた。ロボット達はヨーロッパを制圧した「リベリオン連邦」とアジア...
"
石田とあさくら
",『全年齢向けボーイズラブ（BL）漫画』を謳っており、BL作品のパロディ的な学園ギャグである。
