title,info
"
ゴールデンカムイ
",1904年の日露戦争で戦死した親友の願いを叶えるため、大金を求める元兵士・杉元は、一攫千金を夢見て北海道の地を訪れる。その地にはアイヌの遺した金塊の手がかりがあるという。道内の過酷な環境の中...
"
ヒナまつり
",若手ヤクザの新田の部屋に、突如として現れた楕円形の物体。その物体にくるまれていた少女ヒナは行くところがないと新田の家に住み着いてしまう。新田は少女を追い出そうとするが、強力な超能力者であった...
"
魔法少女 俺
",アイドルユニット・マジカルツインのメンバーである卯野さきは、人気アイドルグループ・STAR☆RICEのメンバー・御影桃拾に密かな想いを寄せていた。そんなある日、さきは母がかつて魔法少女だった...
"
PERSONA5 the Animation
","高校2年生の春、雨宮 蓮は東京の「秀尽学園」に転入する。
ある出来事をきっかけに“ペルソナ”使いとして覚醒した蓮は、
新たに出会った仲間達とともに「心の怪盗団」を結成。
悪しき欲望に塗れた大..."
"
ウマ娘 プリティーダービー
","これは異世界から受け継いだ輝かしい名前と競走能力を持つ
“ウマ娘”が遠い昔から人類と共存してきた世界の物語。"
"
リズと青い鳥
",切ない真実に、あなたは涙する――
"
アイカツフレンズ!
",「友達と一緒にアイカツ!」
"
メガロボクス
",超近代的な摩天楼が屹立する「認可地区」と、古びた建物が身を寄せ合うように建ち、貧しい人々が懸命に生きている「未認可地区」という対象的な2つのゾーンを抱えているとある都市。そこでは、「ギア」と...
"
銀河英雄伝説 Die Neue These 邂逅
",銀河の歴史 再び…
"
魔法少女サイト
","学校ではクラスメイトからのひどいいじめ、家庭では兄からの虐待に苦しむ女子中学生の朝霧彩。
どこにも居場所がなく、「死にたい」と願う毎日を過ごしていた彩だったが、ある日部屋のPCに突如繋がった..."
"
僕のヒーローアカデミア(第3期)
",超常能力“個性”を持つ人間が当たり前の世界。憧れのNo.1ヒーロー・オールマイトと出会った“無個性”の少年・緑谷出久、通称「デク」は、その内に秘めるヒーローの資質を見出され、オールマイトから...
"
東京喰種:re
","群衆に紛れ、ヒトの肉を喰らう。
ヒトの形をしながら、
ヒトとは異なる存在…“喰種”。

“喰種”を駆逐・研究する〔CCG〕は、
あるひとつの命題を果たすため、
実験体集団を新設。

──その..."
"
こみっくがーるず
",読者アンケートで最下位をとってしまった、4コマ漫画家の萌田薫子。独特のセンスや将来性を見込まれ、現役女子高校生で出版社「文芳社」の漫画雑誌からプロデビューを果たした薫子だが、画力やストーリー...
"
キャプテン翼(2018)
",
"
Caligula -カリギュラ-
",ボーカルソフトウェア・μ（ミュウ）は、ユーザー達が作曲した数多の歌を歌っているうちに自我に目覚め、「人々は現実によって苦しめられている」という考えに至る。そして自らが作り上げた仮想世界「メビ...
"
多田くんは恋をしない
",─この恋を、一生忘れない。
"
ヲタクに恋は難しい
",桃瀬成海は会社の同僚と交際していたが、腐女子であることがバレたことがきっかけでフラれ、その同僚と顔を合わせづらくなり転職する。転職先で、成海は幼馴染の二藤宏嵩と再会する。成海にとって宏嵩は自...
"
デビルズライン
",吸血欲をもった「鬼」と呼ばれる存在が静かに息づく現代日本。人と鬼のハーフであり、警視庁公安五課で鬼の犯罪を取り締まっている安斎結貴は、捜査の最中、大学院生の平つかさと出会う。惹かれあう2人は...
"
ピアノの森
",町外れの「ピアノの森」で育った少年カイの物語。はじめは楽譜すら読めないカイが周囲を取り巻く人々によりピアニストとしての才能を開花させていく過程を描いている。
"
LOST SONG
","その歌は星の運命すら変える。
2大歌姫による幻奏叙事詩[ファンタジーオペラ]"
"
シュタインズ・ゲート ゼロ
",β世界線に戻った岡部は、過去に戻り紅莉栖を救う好機を得たものの、世界線の収束という巨大な壁を前にして紅莉栖の救済を諦めてしまった。後悔と諦念が入り交じる感情を抱えながら、ラボメンたちはそれぞ...
"
イナズマイレブン アレスの天秤
",「フットボールフロンティア」で雷門イレブンが華々しく優勝を飾り、日本中で人気となった少年サッカー。やがて、少年サッカーには、異例の新制度「スポンサード」が適用された。スポンサーのつかない学校...
