title,info
"
宇宙よりも遠い場所
",高校に入ったら何かを始めたいと思いながらも、なかなか一歩を踏み出すことのできないまま、高校2年生になってしまった少女・玉木マリ(たまき・まり)ことキマリは、とあることをきっかけに南極を目指す...
"
ヴァイオレット・エヴァーガーデン
",四年間にわたる大戦が終わったテルシス大陸。戦場で「武器」と呼ばれていた少女、ヴァイオレット・エヴァーガーデンは、自動手記人形としてCH郵便社で働きはじめる。ヴァイオレットには、戦場で誰よりも...
"
りゅうおうのおしごと!
",16歳の若さで、棋界の2大タイトルの1つである「竜王」を奪取したものの、その後は大スランプに陥っていた主人公の九頭竜八一が3月のある日、自宅に帰ると、なぜか女子小学生の出迎えを受ける。
"
カードキャプターさくら クリアカード編
","世に災いをもたらす「クロウカード」を集め、魔法の力で自分のカードに変えたさくらは、桜満開の４月、中学１年生に進級した。
そこで香港に帰国していた小狼と再会し、一緒に学校へ通えることを喜び合っ..."
"
からかい上手の高木さん
",中学校の同級生同士である「西片くん」と「高木さん」のやりとりを描くラブコメディ。高木さんが西片くんをからかい、西片くんが高木さんに仕返しをしようとするが、高木さんはそれを上手く躱してしまう、...
"
アイドリッシュセブン
",父親の経営するアイドル事務所「小鳥遊芸能事務所」で働くことになった主人公が、所属する7人組男性アイドル「IDOLiSH7」のマネージャーを担当することになり、彼らをトップアイドルに成長させる...
"
ゆるキャン△
",山梨県周辺を舞台に、キャンプ場でのリクリエーションや野外調理などといったアウトドア趣味の魅力と、それを身の丈に合った範囲で満喫する女子高校生たちのゆるやかな日常を描く。
"
オーバーロードⅡ
",突如異世界に転移して以来、アインズはナザリック地下大墳墓の主として、守護者たちの偉大なる支配者として振る舞う日々を送っていた。一方で、情報収集と資金獲得のため、冒険者モモンとしてエ・ランテル...
"
恋は雨上がりのように
",感情表現が不器用で一見クールな17歳の女子高生・橘あきら。彼女はアルバイト先のファミレス『cafeレストラン ガーデン』の店長である45歳の近藤正己に密かに想いを寄せている。自他共に認める“...
"
博多豚骨ラーメンズ
",博多を舞台に、殺し屋の活躍が描かれている作品。
"
新幹線変形ロボ シンカリオン THE ANIMATION
","新幹線超進化研究所は「漆黒の新幹線」が生み出す巨大怪物体から日本の未来を守るため、
「新幹線変形ロボ シンカリオン」を開発した。シンカリオンとの高い適合率を持つ子供たちが運転士となり、研究所..."
"
ポプテピピック
",キャッチコピーは「とびっきりのクソ4コマ!!」
"
ハクメイとミコチ
",身長9センチメートルのこびとであるハクメイとミコチ、二人の女の子の日常を綴った物語。
"
サンリオ男子
",サンリオキャラクターが好きな男子高校生を描いたメディアミックスプロジェクト。
"
ラーメン大好き小泉さん
",女子高生・大澤悠のクラスに、小泉さんが転校して来る。無口でミステリアスな小泉さんだが、実は彼女は日ごと美味しいラーメンを求める、ラーメンマニアだった。
"
覇穹 封神演義
",今から3000年前の古代中国、殷の王朝時代。第30代皇帝紂王は文武共に優れた名君であった。しかし邪心を持つ仙女妲己を皇后に迎えて以来、彼女の怪しい術に惑わされ、かつての賢君は見る影も無い抜け...
"
刻刻
",ある日、甥と兄が幼稚園からの帰路の途中で誘拐され、犯人から樹里・父の元に身代金要求の電話が掛かってくる。犯人の要求する身代金の受け渡し期限までは30分しかなく、間に合わないと悟った樹里は、犯...
"
B: The Beginning
",群島国家「クレモナ」では、凶悪犯罪者ばかりが殺される事件が発生しており、犯人は現場に「B」を刻むことから、「Killer B」という通称がつけられていた。天才捜査官として知られるキース・フリ...
"
スロウスタート
",中学3年生の一之瀬花名は高校入試の前日に病気にかかり、結局中学浪人になってしまう。それから1年後、花名は自分を知る者が誰もいない高校に進学し、浪人していたことを秘密にしたまま高校生活をスター...
"
続 刀剣乱舞-花丸-
",時は西暦二二〇五年。歴史改変を目論む“歴史修正主義者”による、過去への攻撃が始まった時代。歴史を守る使命を与えられた審神者によって励起された最強の付喪神刀剣男士。これは、そんな彼らがとある本...
"
citrus
",見た目はギャルなのに一度も恋をしたことのないJK・柚子は親の再婚により女子高へ編入する。彼氏ができないと初日から絶望に打ちひしがれる柚子の前に現れたのは生徒会長の芽衣。芽衣は校則に従わない柚...
"
劇場版 マジンガーZ INFINITY
",かつて世界征服を目論む悪の天才科学者Dr.ヘルによって滅亡の危機に瀕した人類。しかし鉄の城と呼ばれたスーパーロボット“マジンガーZ”を操る兜甲児とその仲間の活躍により、平和な時を取り戻してい...
"
ダメプリ ANIME CARAVAN
","弱小国家「イナコ」の姫であるアニは、武力国家「ミリドニア」と宗教国家「セレンファーレン」との和平条約のため、調印式の会場であるセレンファーレンを訪れていた。
式の会場に通されたアニが出会った..."
"
三ツ星カラーズ
",東京・上野のとある公園の草むらに、結衣、さっちゃん、琴葉の小学生女子3名から成る「カラーズ」という（自称）秘密組織のアジトがあった。カラーズの3人は上野の平和を守るために、知り合いの商店街の...
"
ダーリン・イン・ザ・フランキス
",遠い未来。人類が荒廃した地上で生き抜くために作り上げた巨大移動要塞都市では、名前のないコドモたちが、叫竜と呼ばれる存在と戦うことだけを教え込まれながら、毎日を過ごしていた。そんなコドモたちの...
"
伊藤潤二「コレクション」
",伊藤潤二の傑作集をアニメ化。
"
学園ベビーシッターズ
",鹿島竜一、虎太郎兄弟は両親を飛行機事故で亡くした。2人を引き取ったのは同じ事故で息子夫婦を亡くした森ノ宮学園・理事長。竜一が成人するまでの間面倒を見てもらう代わりにベビーシッターをすることに...
"
キリングバイツ
",裏社会で行われる、人知を超えた「獣人」同士の決闘「牙闘（キリングバイツ）」を描いている。
"
ミイラの飼い方
",ある日、男子高校生・柏木空の元に、父モクレンから大きな荷物が届く。そこに入っていたのは、手乗りサイズの小さなミイラ。空は警戒しながらも、小さな危なっかしいミイラに「ミーくん」と名前をつけて一...
"
弱虫ペダル GLORY LINE(第4期)
",前年の全国大会＜インターハイ＞を制した主人公・小野田坂道が所属する総北高校。チームを引っ張った先輩たちが卒業・引退し、新たな世代のチームとして始動した彼らは、互いに刺激し合い、支え合い、高め...
"
刀使ノ巫女
",この世には、異形の化け物・荒魂を祓う刀使（とじ）と呼ばれる少女たちがいた。特別祭祀機動隊に所属する彼女たちは、全国5か所にある中高一貫校にて訓練を積む傍ら、有事の際は御刀と特殊能力を持って荒...
"
衛宮さんちの今日のごはん
",衛宮士郎がすてきなご飯でみんなを癒すＦａｔｅパラレルワールド 
"
A.I.C.O. Incarnation
","２０３５年、近未来の日本。 
「人工生体」の研究中に起きた大事故“バースト”により、 
暴走した人工生命体“マター”が黒部峡谷一帯を侵蝕。 
人類にとって希望の地と謳われた研究都市は、政府に..."
"
斉木楠雄のΨ難 第2期
",生まれながらに超能力を持つ男子高校生・斉木楠雄。面倒を避けたがる彼は超能力者であることがばれないために目立たないよう生活している。しかし、そんな斉木の下に個性的なクラスメイト達が集まってくる...
"
DEVILMAN crybaby
","泣き虫の高校生・不動明は、幼なじみの飛鳥了と再会し、
危険なパーティに誘われた。
そこで明は見る。悪魔に変わっていく人々を。
そしてまた明自身も……。"
"
たくのみ。
",上京してきた主人公が、女性専用のシェアハウスで職種も年齢も異なる住人たちと共同生活を送りながら宅飲みを楽しむ様子を描く。
"
Fate/EXTRA Last Encore
","それは忘れ去られたEXTRA。
それは、忘れ去られた月で 開演 ひらかれる""EXTRA""の物語。
月に存在するあらゆる願いを叶える力を持った霊子コンピュータ「ムーンセル・オートマトン」。
ム..."
"
メルヘン・メドヘン
","少女たちは「原書」（＝メルヘン）と出逢い、
選ばれ、魔法を得てやがて「原書使い」となる。
これは、そんな「原書使い」を目指す
「原書使い見習い」（＝メドヘン）の少女たちが、「原書」と共に自ら..."
"
BEATLESS ビートレス
",22世紀初頭、社会のほとんどをhIEと呼ばれる人型ロボットに任せた世界。21世紀中ごろに超高度ＡＩと呼ばれる汎用人工知能が完成し、人類知能を凌駕、人類は自らより遥かに高度な知性を持つ道具とと...
"
デスマーチからはじまる異世界狂想曲
",オンラインゲームの下請け会社に勤めるアラサープログラマー鈴木一郎（29）。後輩の失踪によって複数のプロジェクトを並行して手がける中、仕事に一区切りをつけて仮眠をとった彼は唐突に異世界の荒野で...
"
グランクレスト戦記
","法都市エーラムで“大講堂の惨劇”が勃発したことから、アトラタン大陸を二分する大工房同盟と幻想詩連合、ふたつの大公家の婚儀は潰えた。
平和への道は打ち砕かれ、大陸はふたたび戦火の時代を迎える。..."
"
だがしかし2
",家業の駄菓子屋を継ぎたくない鹿田ココノツと駄菓子マニアの不思議な美少女・ほたる。 ほたるはココノツに駄菓子屋を継がせるため、たびたび店を訪れるようになる。 ほたると一緒に過ごすココノツは順調...
"
中二病でも恋がしたい! -Take On Me-
","刮目せよ。
語られるは隠匿されし暗黒神話の最終章。"
"
バジリスク ～桜花忍法帖～
","――実の兄妹にして、二人は契りを結ぶ宿命を背負わされていた。
宿命に翻弄され、迷い生きる八郎と、
己の深き真情に従い、愛に生きる響。
二人が織り成す生の先には、未知なる現象“桜花”が生まれ、..."
"
七つの大罪 戒めの復活
","いまだ人と、ひとならざるものの世界が、
分かれてはいなかった時代。

ヘンドリクセンとドレファスの二大聖騎士長の支配から
王国を奪還した＜七つの大罪＞とエリザベス、ホーク。
王国誕生祭も無事..."
"
傾福さん
",
"
怪獣娘～ウルトラ怪獣擬人化計画～ 第2期
",晴れてGIRLSの一員になったアギラ、ミクラス、ウインダムは着実に成長し、充実した日々を送っていた。そんなある日、新種の「シャドウ」がトラブルを起こしているという情報が入る。
