title,info
"
メイドインアビス
",人類最後の秘境と呼ばれる、未だ底知れぬ巨大な縦穴「アビス」。その大穴の縁に作られた街には、アビスの探検を担う「探窟家」たちが暮らしていた。彼らは命がけの危険と引き換えに、日々の糧や超常の「遺...
"
賭ケグルイ
",舞台は、上流階級の子女が数多く通う名門校・私立百花王学園。この学園ではギャンブルによる階級制度によって支配されていた。物語は、そんな学園に、蛇喰夢子という少女が転校してくる所から始まる。
"
ゲーマーズ!
",こじらせゲーマーたちによるすれ違い青春錯綜系ラブコメ。
"
NEW GAME!!(第2期)
",「フェアリーズストーリー3」も無事に完成を迎え、青葉が入社してからちょうど1年が過ぎ、イーグルジャンプに新入社員が入社する季節がやってきた。右も左も分からない新入社員だった自分が、ついに先輩...
"
ボールルームへようこそ
","将来の夢も趣味もなく、無気力に日々を過ごしていた中学生・富士田多々良。
ある日、カツアゲにあっていたところ、謎のヘルメット男仙石要に助けられる。プロダンサーの仙石に連れ去られた場所は、社交ダ..."
"
アホガール
","どこまでもアホな女子高生・花畑よしこ。
バナナが大好き。
幼なじみのあっくんが大好き。
以上!"
"
恋と嘘
",超・少子化対策基本法（通称:ゆかり法）により満16歳以上の少年少女は自由恋愛が禁止となり国が国民の遺伝子情報に基づいて決めた最良の伴侶と恋愛をして結婚しなければならない社会。政府によって結婚...
"
プリンセス・プリンシパル
",19世紀末に、東西に分断されたロンドンで繰り広げられる、女子高生たちのスパイアクションを描く。
"
徒然チルドレン
",思春期の少年少女が織りなす日常を切り取ったオムニバス形式の学園ラブコメディ。
"
メアリと魔女の花
",田舎町の赤い館村に引っ越してきた11歳の少女メアリは、ある日、森で7年に1度しか咲かない花「夜間飛行」を見つける。それはかつて魔女の国から盗み出された禁断の魔女の花だった。一夜限り魔女になれ...
"
ナイツ&マジック
",ある日突然交通事故で命を落としたロボットオタクの主人公は、どういうわけか異世界に転生する。その世界は「幻晶騎士（シルエットナイト）」と呼ばれる巨大ロボットが、主戦力として存在する世界だった。...
"
RWBY
",塵から生まれた存在である人類は、その誕生から間もなくしてグリムという存在の脅威に脅かされていた。彼らは人類とその創造物を破壊し、それによって人類は滅亡の危機へと追いやられる。しかし、人類は元...
"
異世界食堂
",とある街、オフィス街に近い商店街の一角にある洋食屋『ねこや』。普段は普通の食堂なのだが、なぜか土曜日だけは扉が異世界につながる不思議な店。その土曜日になると、異世界のあちらこちらから様々な人...
"
天使の3P!(スリーピース)
",引きこもりの高校生・貫井響は暇な時間を持て余してギターを始め、動画サイトに自作の曲をアップしていた。ある日、過去に自分が作った曲を聴き、その作者に会いたいというメールが送られてくる。現状を変...
"
ノーゲーム･ノーライフ ゼロ
","これは六千年以上もの昔に紡がれた
《最も新しい神話》へと至る《最も古き神話》。
記録にも記憶にも残らない、
誰にも語られることのない物語が今、幕を開ける——。"
"
ようこそ実力至上主義の教室へ
","この社会は平等であるか否か。真の『実力』とは何か——。
東京都高度育成高等学校。それは徹底した実力至上主義を掲げ、進学率・就職率１００％を誇る進学校である。そこに入学して１年Ｄクラスに配属さ..."
