title,info
"
Another
",1998年、春。父の不在や自身の病気療養のため、母の実家に身を寄せ夜見山北中学校に転入してきた榊原恒一は、何かに怯えているようなクラスの雰囲気に違和感を覚える……。
"
妖狐×僕SS
","旧家・白鬼院家の令嬢として生まれた少女・白鬼院凜々蝶は大人に守ってもらわないと生きて行けない無力な自分や、常に家名が重視される環境に息苦しさを感じ、家を出て一人暮らしをすることにした。
家..."
"
あの夏で待ってる
",ある夜、霧島海人は趣味の8mmカメラで湖周辺の夜景を撮っていたが、突然光り始めた空に何かの物体を目撃する。次の瞬間、辺りが閃光と衝撃に包まれると同時に海人は吹き飛ばされて重傷を負い、そのまま...
"
男子高校生の日常
",「○×県立真田北高校」（男子校）に通う男子高校生たちの、日常の中の笑いを描くギャグアニメ。
"
ハイスクールD×D
",駒王学園に通うイッセーこと兵藤一誠は、女生徒達から変態扱いされ彼女もできないことで、寂しい思いをしていた。ある日、黒髪美少女の天野夕麻から声をかけられ、彼女から初めて恋の告白をされる。しかし...
"
スマイルプリキュア!
",「いつもスマイルでいれば、ハッピーな未来が待っている!」をテーマにした、「プリキュアシリーズ」の通算9作目にして、7代目のプリキュア。
"
キルミーベイベー
",キルミーベイベー！どしたのわさわさっ
"
戦姫絶唱シンフォギア
",女子中学生の立花響は、天羽奏と風鳴翼による人気ボーカルユニット「ツヴァイウィング」のライブを楽しんでいた。だがその最中、人を飲み込み炭素に変えてしまう認定特異災害「ノイズ」が発生し、観客達を...
"
偽物語
",蟹、蝸牛、猿、蛇、猫。直江津高校周辺に現れた怪異に関わった5人の少女の事件が解決し、文化祭を終えた夏休み、阿良々木暦は恋人の戦場ヶ原ひたぎによって学習塾跡に監禁される。千石撫子を苦しめていた...
"
アクエリオンEVOL
",ある日、空飛ぶエレメント能力を持った少年アマタは、一目惚れした少女ミコノとのデートの最中に戦闘に巻き込まれ、二人は偶然アクエリアに乗り込むこととなる。そして真の名である「アクエリオン」を叫ん...
"
輪廻のラグランジェ
",西暦2032年、千葉県鴨川市に住む少女・京乃まどかはランという宇宙からやって来た少女と出会い、彼女から「ウォクス」と呼ばれるロボットに乗って欲しいと頼まれる。その鴨川に突如として宇宙からの敵...
"
アマガミSS＋ plus
",第1期同様、ヒロインごとにストーリーが展開されるオムニバス形式で、各メインヒロイン1人につき2話ずつ、それぞれの後日談が描かれている。
"
モーレツ宇宙海賊
",海明星（うみのあけほし）に住む高校1年生の加藤茉莉香（まりか）は、ある日、死んだと思っていた父親・加藤芳郎が実はつい最近まで生きており、宇宙海賊船・弁天丸の船長だったと知らされる。さらに、弁...
"
テルマエ・ロマエ
",古代ローマ時代の浴場と、現代日本の風呂をテーマとしたコメディである。入浴文化という共通のキーワードを軸に、現代日本にタイムスリップした古代ローマ人の浴場設計技師が、日本の風呂文化にカルチャー...
"
夏目友人帳 肆
","妖怪が見える少年・夏目貴志は、ある日祖母の遺品の中から「友人帳」を見つける。「友人帳」とは、彼の祖母・レイコが妖怪をいじめ負かした結果、奪った名を集めた契約書だった。
以来、名を取り戻そう..."
"
探偵オペラ ミルキィホームズ 第2幕
",物語は、架空の怪盗や探偵が「トイズ」と呼ばれる特殊能力を使って活躍する近未来の世界「偵都ヨコハマ」を舞台に将来探偵になることを目指す4人の少女「ミルキィホームズ（シャロ・ネロ・エリー・コーデ...
"
パパのいうことを聞きなさい!
",普通の大学生が、いきなり血のつながらない3姉妹を引き取ることに!?ハイテンション同居系アットホームラブコメ!!6歳差の恋は、実る以前に始まるのか!?
"
ゼロの使い魔F
",平凡な高校生・平賀才人はある日突然、異世界ハルケギニアに召喚されてしまう。彼をこの世界に召喚したのは、トリステイン魔法学院の生徒でありながら魔法の才能がまるで無い「ゼロのルイズ」こと、ルイズ...
"
BRAVE10
",関ヶ原の戦いが始まるおよそ1年前。伊賀の忍者霧隠才蔵は、出雲の巫女伊佐那海と出会う。伊佐那海は襲撃者に全てを焼かれ、信州の真田幸村を頼ろうとしているところであった。そして真田幸村は10人の同...
"
ブラック★ロックシューター
",中学校へ進学した黒衣マトは、「小鳥遊」という苗字に興味を持ったこと、お互いに同じ絵本が好きであったことから、クラスメートの小鳥遊ヨミと親しくなる。だが、彼女はなかなかマトに心を開こうとしない...
"
新テニスの王子様
",全国大会決勝の3日後、突然姿を消したリョーマが再び日本に戻り、秋に始まったU-17選抜大会に特別参加を許された青学の仲間達やかつてのライバル達、そして正規の参加者である高校生達と競い合う姿を...
"
リコーダーとランドセル
",小学生離れした風貌の男の子・あつしと、小学生にしか見えない姉・あつみの姉弟を中心としたギャグアニメ
"
エリアの騎士
","鎌倉学館中等部サッカー部主将・逢沢 傑はU-15日本代表の10番を背負う。その弟・逢沢 駆は世界を舞台に活躍する兄の姿に心を躍らす。
しかし、駆は選手としての自信を失い、兄と同じサッカー部..."
"
ポヨポヨ観察日記
",チバラギ県ちくば市という架空の田園都市を舞台に、球状の体型をした猫らしからぬ姿の猫を巡る、農家の家族とその周囲の人々を描いている。
"
ゴクジョッ。～極楽院女子高寮物語～
",お嬢様が集まると名高い極楽院女子高等学校、略称・極女。LAから転校してきた美少女・栗橋南は、その可愛さを武器に極女に君臨しようと画策する。教室へ向かう途中、廊下でバケツを被ったパンツ丸出しの...
